Location,Cat_C
Zhengzhou Xinzheng,1.028610335
Naha,2.266347811
San Salvador Comalapa,0.008928608837
Kaohsiung,1.582414973
Naples,0.8722658137
Santiago Cibao,0.0001076732603
Edinburgh,1.269674668
Lviv,10
Zakynthos,0.7568002526
Lviv,10
Natal,0.3488454797
Hyderabad,0.754349557
Zhengzhou Xinzheng,1.028610335
Gabon,0.8906532696
Stuttgart,0.8278721562
Stuttgart,0.8278721562
Lyon Saint Exupery,1.26831374
Monastir,0.8121312867
Manchester,1.132297597
Norwich,1.488584004
Espargos,1.170750371
Los Cabos,0.6236109757
Oranjestad,0.6674931594
Antalya Airport,0.6962273972
Adana Airport,0.2731946343
Baghdad,0.3968638456
Oranjestad,0.6674931594
Oranjestad,0.6674931594
Monastir,0.8121312867
Porto Alegre,0.5910200812
Porto Alegre,0.5910200812
Busan - Kimhae,1.879322242
La Palma,1.33755521
Liverpool,0.9204917942
Rio de Janeiro,1.195630312
Quito,1.012172393
Muan,0.7808503776
Belgrade,0.04111222849
Puerto Plata,1.31408281
Fuzhou Changle,0.620343248
Colombo,0.3735330654
Stuttgart,0.8278721562
London Gatwick,0.9496475533
Abu Dhabi,1.186127815
Oranjestad,0.6674931594
Muan,0.7808503776
Billund,0.8099741593
Adana Airport,0.2731946343
Muan,0.7808503776
Antalya Airport,0.6962273972
Adana Airport,0.2731946343
Oranjestad,0.6674931594
Duesseldorf,0.9614019588
Antalya Airport,0.6962273972
Rome Fiumicino,0.9165775278
Abu Dhabi,1.186127815
Oranjestad,0.6674931594
Colombo,0.3735330654
London Gatwick,0.9496475533
Rome Fiumicino,0.9165775278
Lyon Saint Exupery,1.26831374
Athens,0.2819030416
Antalya Airport,0.6962273972
Busan - Kimhae,1.879322242
Essaouira,0.2647015076
Espargos,1.170750371
Monastir,0.8121312867
Mykonos,0.6319563067
Antalya Airport,0.6962273972
Fuzhou Changle,0.620343248
Billund,0.8099741593
Amritsar,10
Oranjestad,0.6674931594
Rio de Janeiro,1.195630312
Manchester,1.132297597
Espargos,1.170750371
Duesseldorf,0.9614019588
Essaouira,0.2647015076
Essaouira,0.2647015076
Rome Fiumicino,0.9165775278
Abu Dhabi,1.186127815
Baghdad,0.3968638456
Alicante,1.548582844
Siem Reap,10
Antalya Airport,0.6962273972
Belize City,0.8996173318
Athens,0.2819030416
Porto Alegre,0.5910200812
Duesseldorf,0.9614019588
Kos,0.8582194649
La Palma,1.33755521
Munster-Osnabruck,0.5179522691
Skopje,0.5430750475
Amritsar,10
Antalya Airport,0.6962273972
Los Cabos,0.6236109757
Los Cabos,0.6236109757
Espargos,1.170750371
Skopje,0.5430750475
Rio de Janeiro,1.195630312
Essaouira,0.2647015076
Norwich,1.488584004
Puerto Plata,1.31408281
Santa Cruz Viru Viru,10
Norwich,1.488584004
Norwich,1.488584004
Alicante,1.548582844
Siem Reap,10
Lagos,1.364919522
Tulear,0.4793148279
Puerto Plata,1.31408281
Sao Paulo - Guarulhos,1.210241006
Santa Cruz Viru Viru,10
Manchester,1.132297597
London Heathrow,0.9933669697
Changchun Longjia,0.6585359199
Fuzhou Changle,0.620343248
Nanjing Lukou,1.146524089
Antalya Airport,0.6962273972
Changchun Longjia,0.6585359199
Colombo,0.3735330654
Essaouira,0.2647015076
Changchun Longjia,0.6585359199
Yangyang,0.5155347423
Zaporizhya,10
Quito,1.012172393
Salalah,0.5032859978
Colombo,0.3735330654
Yangyang,0.5155347423
Stuttgart,0.8278721562
Essaouira,0.2647015076
Makhachkala,0.5952911943
Oranjestad,0.6674931594
Los Cabos,0.6236109757
Oranjestad,0.6674931594
Quito,1.012172393
Lyon Saint Exupery,1.26831374
Oranjestad,0.6674931594
Muan,0.7808503776
London Gatwick,0.9496475533
Skopje,0.5430750475
Essaouira,0.2647015076
Manchester,1.132297597
Sao Paulo - Guarulhos,1.210241006
Yangyang,0.5155347423
Yangyang,0.5155347423
Fuzhou Changle,0.620343248
Busan - Kimhae,1.879322242
Espargos,1.170750371
Zaporizhya,10
Adana Airport,0.2731946343
Lagos,1.364919522
Essaouira,0.2647015076
Norwich,1.488584004
Abu Dhabi,1.186127815
Changchun Longjia,0.6585359199
Siem Reap,10
Ouarzazate,0.2779803891
Adana Airport,0.2731946343
Changchun Longjia,0.6585359199
London Heathrow,0.9933669697
Lyon Saint Exupery,1.26831374
Los Cabos,0.6236109757
Vigo,1.276988473
Norwich,1.488584004
Stuttgart,0.8278721562
Krasnodar,10
Essaouira,0.2647015076
Muan,0.7808503776
Skopje,0.5430750475
Salalah,0.5032859978
Antalya Airport,0.6962273972
Rio de Janeiro,1.195630312
Busan - Kimhae,1.879322242
Abu Dhabi,1.186127815
Antalya Airport,0.6962273972
Los Cabos,0.6236109757
Nador,2.912244563
Jaipur,10
Brasilia,1.290048627
Bodrum Airport,0.6006246083
Everrich Downtown Kinmen,0.07547243454
Brasilia,1.290048627
Bodrum Airport,0.6006246083
Glasgow,1.205602929
Florence,1.091507866
Rabat,3.207918598
Aktio,0.1849286153
Marrakech,2.475260288
Kilimanjaro,3.334396513
Dar Es Salaam,3.092885547
Suleymania Airport,0.6484269819
Florence,1.091507866
Glasgow,1.205602929
Dalian Zhoushuizi,0.523553733
Rabat,3.207918598
Ras El Khaymah,0.05089244877
Qingdao Liuting,0.6362868059
Brasilia,1.290048627
Kota Kinabalu,1.319175995
Nador,2.912244563
Oujda,2.9123408
Bodrum Airport,0.6006246083
Dar Es Salaam,3.092885547
La Paz Manuel Marquez de Leon,0.1820581414
Oslo,1.356286487
Hannover,1.218335635
Qingdao Liuting,0.6362868059
Dalian Zhoushuizi,0.523553733
Nador,2.912244563
Oujda,2.9123408
Rabat,3.207918598
Bodrum Airport,0.6006246083
Glasgow,1.205602929
Voronezh,10
Venice,0.9403294603
Marrakech,2.475260288
Brasilia,1.290048627
Belgorod,10
Bodrum Airport,0.6006246083
Bodrum Airport,0.6006246083
Paris Charles De Gaulle,1.072053472
Venice,0.9403294603
Cozumel,0.6909656606
Rabat,3.207918598
Cam Ranh,0.452174023
Kilimanjaro,3.334396513
Treviso,0.315526836
Bodrum Airport,0.6006246083
London Stansted,0.883762157
London Stansted,0.883762157
Recife,0.7364236727
Enfidha,0.755713278
Enfidha,0.755713278
Venice,0.9403294603
London Stansted,0.883762157
Brussels,1.891281189
Enfidha,0.755713278
Niamey,3.424224714
Almaty,0.009602303078
Bodrum Airport,0.6006246083
Nador,2.912244563
Almaty,0.009602303078
Qingdao Liuting,0.6362868059
Nador,2.912244563
Bridgetown,1.314346136
Elblag,0.00187086801
Cam Ranh,0.452174023
Puerto Vallarta,1.169519741
Puerto Vallarta,1.169519741
Antigua,1.276103458
Qingdao Liuting,0.6362868059
Enfidha,0.755713278
Bodrum Airport,0.6006246083
Niamey,3.424224714
Florence,1.091507866
Voronezh,10
Bodrum Airport,0.6006246083
Bridgetown,1.314346136
Almaty,0.009602303078
Dalian Zhoushuizi,0.523553733
Puerto Vallarta,1.169519741
Florence,1.091507866
Voronezh,10
Cozumel,0.6909656606
Recife,0.7364236727
Enfidha,0.755713278
Togo,2.558476274
Dalian Zhoushuizi,0.523553733
Enfidha,0.755713278
Glasgow,1.205602929
Enfidha,0.755713278
La Paz Manuel Marquez de Leon,0.1820581414
Incheon,2.136616582
Bristol,1.210514371
Jinan Xiaoqiang,0.5518407191
Tokyo - Narita,1.444837879
Izmir Airport,0.697886658
Chongqing Jiangbei,0.7944693206
Izmir Airport,0.697886658
Tokyo - Narita,1.444837879
Sandefjord-Torp,0.6784258751
Punta Cana - Higuey,1.112599668
Mahon Airport,1.997327081
Amman,0.6092662004
Lima,1.41840426
Hangzhou Xiaoshan,0.6991381356
Sharjah,1.13082758
Valencia,1.084426251
Izmir Airport,0.697886658
Tokyo - Haneda,1.408413817
Mahon Airport,1.997327081
Tangier,3.105891819
Izmir Airport,0.697886658
Bristol,1.210514371
Beijing,1.19159405
Sharjah,1.13082758
Izmir Airport,0.697886658
Gerona,1.838531966
DAMMAM,1.084739211
Izmir Airport,0.697886658
Izmir Airport,0.697886658
Mahon Airport,1.997327081
Tangier,3.105891819
London City,1.757892944
Bergen,1.532450171
Valencia,1.084426251
Gerona,1.838531966
Tangier,3.105891819
Hangzhou Xiaoshan,0.6991381356
Gerona,1.838531966
Chisinau,10
Sharm El Sheikh,0.8294087293
Toulouse,1.369462661
Sharjah,1.13082758
Tangier,3.105891819
Izmir Airport,0.697886658
RIYADH,0.8485624614
PRISTINA,0.2869327976
Al Hoceima,0.2935290134
Izmir Airport,0.697886658
Sharm El Sheikh,0.8294087293
Izmir Airport,0.697886658
Chongqing Jiangbei,0.7944693206
Amman,0.6092662004
Incheon,2.136616582
Izmir Airport,0.697886658
DAMMAM,1.084739211
Agadir,2.579923639
Amman,0.6092662004
Izmir Airport,0.697886658
Hangzhou Xiaoshan,0.6991381356
Valencia,1.084426251
Izmir Airport,0.697886658
Tokyo - Haneda,1.408413817
Izmir Airport,0.697886658
Tokyo - Narita,1.444837879
Hebei,0.6846998262
Luxor,1.492378125
Al Hoceima,0.2935290134
Valencia,1.084426251
Hangzhou Xiaoshan,0.6991381356
Madrid Barajas,1.366341702
Punta Cana - Higuey,1.112599668
Tangier,3.105891819
Hangzhou Xiaoshan,0.6991381356
Punta Cana - Higuey,1.112599668
Florianopolis,0.8043012565
Rostov Don,10
Luxor,1.492378125
DAMMAM,1.084739211
Lima,1.41840426
Cologne,0.8946711267
Hangzhou Xiaoshan,0.6991381356
Jieyang Chaoshan,10
Amman,0.6092662004
Hangzhou Xiaoshan,0.6991381356
Mahon Airport,1.997327081
Izmir Airport,0.697886658
Warsaw,0.1870207167
Goa,10
Agadir,2.579923639
Punta Cana - Higuey,1.112599668
Chongqing Jiangbei,0.7944693206
Goa,10
Astana,0.117321123
Ibaraki,2.225192091
Warsaw,0.1870207167
Luxor,1.492378125
Izmir Airport,0.697886658
Sandefjord-Torp,0.6784258751
Chongqing Jiangbei,0.7944693206
Izmir Airport,0.697886658
Tangier,3.105891819
Minsk,0.6267039784
Al Hoceima,0.2935290134
Guangzhou Baiyun,1.211533169
Punta Cana - Higuey,1.112599668
Beijing,1.19159405
PRISTINA,0.2869327976
Minsk,0.6267039784
Tangier,3.105891819
Izmir Airport,0.697886658
Madrid Barajas,1.366341702
Jinan Xiaoqiang,0.5518407191
Jinan Xiaoqiang,0.5518407191
Tangier,3.105891819
Izmir Airport,0.697886658
Prague,0.8070077302
Taichung,1.465973917
Taichung,1.465973917
Chongqing Jiangbei,0.7944693206
Tokyo - Haneda,1.408413817
Tangier,3.105891819
Valencia,1.084426251
Amman,0.6092662004
Izmir Airport,0.697886658
Rhodes,0.5943464729
Tangier,3.105891819
Sandefjord-Torp,0.6784258751
Izmir Airport,0.697886658
Gerona,1.838531966
Izmir Airport,0.697886658
Incheon,2.136616582
Samana El Catey,0.4964626818
Punta Cana - Higuey,1.112599668
Fukuoka,1.057981884
Mahon Airport,1.997327081
Rotterdam,0.2002612625
Florianopolis,0.8043012565
Ixtapa Zihuatanejo,1.588907381
Jieyang Chaoshan,10
Jieyang Chaoshan,10
Florianopolis,0.8043012565
DAMMAM,1.084739211
Jinan Xiaoqiang,0.5518407191
Izmir Airport,0.697886658
Dresden,0.6644510097
Jinan Xiaoqiang,0.5518407191
Ixtapa Zihuatanejo,1.588907381
Sandefjord-Torp,0.6784258751
Kutaisi,0.5155434203
Tangier,3.105891819
Kutaisi,0.5155434203
Mahon Airport,1.997327081
Sharjah,1.13082758
Rhodes,0.5943464729
Strasbourg,1.33174758
Diyarbakir Airport,0.5579624734
Munich,1.068368833
Dortmund,0.5009364409
Changsha Huanghua,1.033472468
Santiago Arturo Merino Benitez,1.657401962
Casablanca,3.209642487
Xian Xianyang,0.4169172134
Istanbul Asia Airport,0.465385837
Alexandria,0.5658426418
Diyarbakir Airport,0.5579624734
Jerez De La Frontera,1.575061867
Diyarbakir Airport,0.5579624734
Santiago Arturo Merino Benitez,1.657401962
Wenzhou Longwan,0.3735633526
Istanbul Asia Airport,0.465385837
Ufa,10
Jerba,1.566804571
Phu Quok,1.096029627
Marseille,1.446182507
Osaka - Kansai,1.458331366
Cairo,1.607954377
Osaka - Kansai,1.458331366
Humberside,0.2400820033
Xian Xianyang,0.4169172134
Male,1.414723419
Diyarbakir Airport,0.5579624734
Munich,1.068368833
Istanbul Airport,0.4784132085
Mitilini,0.8052192597
Osaka - Kansai,1.458331366
Dortmund,0.5009364409
Diyarbakir Airport,0.5579624734
Marseille,1.446182507
Rabil,1.178236195
Malaga,1.763160646
Harbin Taiping,0.5968041076
Wenzhou Longwan,0.3735633526
Ngurah Rai,0.6137193109
Jomo Kenyatta,2.013940841
Yancheng Nanyang,0.3552576728
Jerba,1.566804571
Hamburg,0.887846306
Marseille,1.446182507
Osaka - Kansai,1.458331366
Wenzhou Longwan,0.3735633526
Santiago Arturo Merino Benitez,1.657401962
Istanbul Asia Airport,0.465385837
Yancheng Nanyang,0.3552576728
Casablanca,3.209642487
Male,1.414723419
Santiago Arturo Merino Benitez,1.657401962
Casablanca,3.209642487
Istanbul Asia Airport,0.465385837
Istanbul Asia Airport,0.465385837
Santiago Arturo Merino Benitez,1.657401962
Casablanca,3.209642487
Harbin Taiping,0.5968041076
Osaka - Kansai,1.458331366
Santiago Arturo Merino Benitez,1.657401962
Kharkiv,10
Harbin Taiping,0.5968041076
Copenhagen,1.023117769
Panama Tocumen,0.2242483461
Jomo Kenyatta,2.013940841
Jerba,1.566804571
Sfax,1.585748008
Casablanca,3.209642487
Ngurah Rai,0.6137193109
Tozeur,0.2844084679
Ngurah Rai,0.6137193109
Copenhagen,1.023117769
Zurich,1.023178652
Nantes,1.506162503
Istanbul Asia Airport,0.465385837
Wenzhou Longwan,0.3735633526
Muscat,0.8432645638
Diyarbakir Airport,0.5579624734
Diyarbakir Airport,0.5579624734
Geneva,0.9340392268
Xian Xianyang,0.4169172134
Soekarno Hatta,0.3146901358
Hamburg,0.887846306
Changsha Huanghua,1.033472468
Osaka - Kansai,1.458331366
St. Maarten Princess Juliana,1.423154403
Hamburg,0.887846306
Santiago Arturo Merino Benitez,1.657401962
Moi,10
Istanbul Airport,0.4784132085
Geneva,0.9340392268
Diyarbakir Airport,0.5579624734
Ngurah Rai,0.6137193109
Yerevan,0.1109906648
Ngurah Rai,0.6137193109
Dnipropetrovsk,10
Istanbul Asia Airport,0.465385837
Alexandria,0.5658426418
Xian Xianyang,0.4169172134
Alexandria,0.5658426418
Osaka - Kansai,1.458331366
Moi,10
Osaka - Kansai,1.458331366
Diyarbakir Airport,0.5579624734
Istanbul Asia Airport,0.465385837
Panama Tocumen,0.2242483461
Dortmund,0.5009364409
Beirut - Rafik Hariri,0.02422859045
Jerba,1.566804571
Geneva,0.9340392268
Medellin Jose Maria Cordova,0.142664783
Moscow - Domodedovo,0.6738240677
Kyiv - Zhulyany,10
Bournemouth,1.07643272
Heraklion Airport,0.6826565963
Bergamo,0.4700303048
Cali,0.1533139624
Konya Airport,0.7540959865
Aqaba,0.288267209
Santo Domingo Las Americas,0.02266365801
Denizli Cardak Airport,0.169333494
Pisa,0.5933117122
Marsa Aalam,0.5818966586
Varna,0.3041775657
Santo Domingo Las Americas,0.02266365801
Wuhan Tianhe,0.89691578
Santo Domingo Las Americas,0.02266365801
Marsa Aalam,0.5818966586
Marsa Aalam,0.5818966586
Yanji Zhaoyangchuan,0.2801296955
Fes,2.868788225
Southampton,1.512905009
Accra,2.662294783
Penang,0.9769574364
Aqaba,0.288267209
Cukurova Airport,0.4159634835
Ningbo Lishe,0.7361556932
Hong Kong,0.6476165631
Xiamen Gaoqi,0.8525528574
Nanchang Changbei,0.4874195656
Konya Airport,0.7540959865
Seoul,2.120479482
Heraklion Airport,0.6826565963
Kyiv - Zhulyany,10
Accra,2.662294783
Bournemouth,1.07643272
Cancun,1.037689687
Asyut,1.735771085
Yanji Zhaoyangchuan,0.2801296955
Paris Orly,1.397840178
Seoul,2.120479482
Madeira,1.169848107
Fes,2.868788225
Yangon,3.156700756
Yanji Zhaoyangchuan,0.2801296955
Cukurova Airport,0.4159634835
Gaziantep Airport,0.4599756867
Nanchang Changbei,0.4874195656
Marsa Aalam,0.5818966586
Accra,2.662294783
Paris Orly,1.397840178
Volgograd,0.1319250989
Cork,1.263222468
St. George's Point Saline,1.379249372
Fes,2.868788225
Bournemouth,1.07643272
St. George's Point Saline,1.379249372
Wuhan Tianhe,0.89691578
Mangalore,10
Lucknow,10
Gaziantep Airport,0.4599756867
Moscow - Domodedovo,0.6738240677
Aalborg,0.9319284137
St. George's Point Saline,1.379249372
Marsa Aalam,0.5818966586
Pamandzi,0.9448275449
St. George's Point Saline,1.379249372
Medellin Jose Maria Cordova,0.142664783
Aqaba,0.288267209
Accra,2.662294783
Medellin Jose Maria Cordova,0.142664783
Medellin Jose Maria Cordova,0.142664783
Fes,2.868788225
Gaziantep Airport,0.4599756867
Gaziantep Airport,0.4599756867
Asyut,1.735771085
Aqaba,0.288267209
London Luton,0.2610016897
Penang,0.9769574364
Yanji Zhaoyangchuan,0.2801296955
Nanchang Changbei,0.4874195656
Gaziantep Airport,0.4599756867
Odessa,10
Cancun,1.037689687
Fes,2.868788225
Heraklion Airport,0.6826565963
Cancun,1.037689687
Cukurova Airport,0.4159634835
Exeter,1.045377606
Mudanjiang Hailang,0.2827954029
London Luton,0.2610016897
Seoul,2.120479482
Cali,0.1533139624
Milan - Malpensa,0.6685808841
Pisa,0.5933117122
Santo Domingo Las Americas,0.02266365801
Kyiv - Zhulyany,10
Denizli Cardak Airport,0.169333494
Cukurova Airport,0.4159634835
Denizli Cardak Airport,0.169333494
Orebro,0.2582257974
Milan - Malpensa,0.6685808841
Nanchang Changbei,0.4874195656
Heraklion Airport,0.6826565963
London Luton,0.2610016897
Cukurova Airport,0.4159634835
Odessa,10
Yanji Zhaoyangchuan,0.2801296955
Mangalore,10
Mudanjiang Hailang,0.2827954029
Moscow - Domodedovo,0.6738240677
Asyut,1.735771085
Moscow - Domodedovo,0.6738240677
Adelaide,0.8082397641
Fes,2.868788225
Santo Domingo Las Americas,0.02266365801
London Luton,0.2610016897
Denizli Cardak Airport,0.169333494
Exeter,1.045377606
Nanchang Changbei,0.4874195656
Phnom Penh,1.530130782
Murcia,0.11763302
Gran Canaria,1.107682936
Hohhot Baita,0.01528215272
Faro Airport,1.488767933
Tunis,1.458474688
Ankara Airport,0.4398326061
Santorini,0.4936934051
Frankfurt,1.091206578
Santorini,0.4936934051
Samsun Airport,0.8108398355
Ankara Airport,0.4398326061
Bogota,0.2134989269
Santorini,0.4936934051
Gran Canaria,1.107682936
Lille,1.423041684
Guatemala City,0.520332107
Bujumbura,2.442853966
Ibiza,1.700935424
Ankara Airport,0.4398326061
Santorini,0.4936934051
Kuala Lumpur,1.166167063
Fort-de-France,1.963475807
Samsun Airport,0.8108398355
Guatemala City,0.520332107
Newcastle,1.242690039
Bogota,0.2134989269
Ankara Airport,0.4398326061
Ankara Airport,0.4398326061
Guatemala City,0.520332107
Urumchi Diwobao,0.1164704647
Basel,0.3654691801
Tunis,1.458474688
Hohhot Baita,0.01528215272
Nanning Wuxu,0.9233850955
Samsun Airport,0.8108398355
Khabarovsk,10
Bogota,0.2134989269
Urumchi Diwobao,0.1164704647
Frankfurt,1.091206578
Doha,0.4350533797
Stavanger,1.537074608
Ankara Airport,0.4398326061
Phnom Penh,1.530130782
Newcastle,1.242690039
Shenyang Taoxian,0.7488870891
Doncaster,10
Lodz,0.1972085243
Lille,1.423041684
Santorini,0.4936934051
Warsaw-Modlin,0.1592156824
Ankara Airport,0.4398326061
Newcastle,1.242690039
Bogota,0.2134989269
Samsun Airport,0.8108398355
Samsun Airport,0.8108398355
Ioannina,0.4574194878
Lodz,0.1972085243
Guatemala City,0.520332107
Wuxi Shuofang,0.4577404597
Salzburg,0.9226970542
Ankara Airport,0.4398326061
Bilbao,2.065733405
Phnom Penh,1.530130782
Cayenne,1.979790974
Buenos Aires - Ezeiza,0.03587072691
Doncaster,10
Doncaster,10
Samsun Airport,0.8108398355
Ankara Airport,0.4398326061
Frankfurt,1.091206578
Cayenne,1.979790974
Sardar Vallabh Bhai Patel,10
Xuzhou Guanyin,0.03894118441
Bogota,0.2134989269
Entebbe,1.225576896
Ankara Airport,0.4398326061
Ankara Airport,0.4398326061
Porto,1.155269867
Buenos Aires - Ezeiza,0.03587072691
Tunis,1.458474688
Roland Garros,1.827873587
Belo Horizonte,1.066083247
Nanning Wuxu,0.9233850955
Lodz,0.1972085243
Lille,1.423041684
Belo Horizonte,1.066083247
Samsun Airport,0.8108398355
Kuala Lumpur,1.166167063
Granada,1.401567945
Malmo,0.1664693172
Kunming Wujiaba,1.457378636
Urumchi Diwobao,0.1164704647
Urumchi Diwobao,0.1164704647
Wuxi Shuofang,0.4577404597
Tunis,1.458474688
Porto,1.155269867
Phnom Penh,1.530130782
Santorini,0.4936934051
Bydgoszcz,0.3599229435
Ioannina,0.4574194878
Sardar Vallabh Bhai Patel,10
Kunming Wujiaba,1.457378636
Salzburg,0.9226970542
Guatemala City,0.520332107
Buenos Aires - Ezeiza,0.03587072691
Lille,1.423041684
Salvador,0.743050338
Ankara Airport,0.4398326061
Katowice,0.2069423417
Tunis,1.458474688
Tunis,1.458474688
Gran Canaria,1.107682936
Wuxi Shuofang,0.4577404597
Salvador,0.743050338
Belo Horizonte,1.066083247
Hohhot Baita,0.01528215272
Moscow - Sheremetyevo,0.1315517612
Nanning Wuxu,0.9233850955
Xuzhou Guanyin,0.03894118441
Xuzhou Guanyin,0.03894118441
Ankara Airport,0.4398326061
Xuzhou Guanyin,0.03894118441
Cheongju,1.686358375
Antalya Gazipasa Airport,1.439675576
Samarkand,10
Jeddah,0.2054367573
Chubu,1.24103079
Chengdu Tianfu,0.5336581126
Bourgas,0.2152301119
Antalya Gazipasa Airport,1.439675576
Antalya Gazipasa Airport,1.439675576
Coolangatta,10
Kayseri Airport,0.9349691976
Kutahya Airport,0.4090864169
Melbourne,1.228139226
Chubu,1.24103079
Shandong,10
Chambery,0.1470416862
Vladivostok,10
Shandong,10
Beira,10
Reus,1.717180383
Kayseri Airport,0.9349691976
Ulaanbaatar,0.0888879898
Eskisehir Airport,0.442474796
Chubu,1.24103079
Weihai Dashuibo,0.2822567461
Medina,0.4718848719
Weihai Dashuibo,0.2822567461
Kutahya Airport,0.4090864169
Glasgow Prestwick,1.07175786
Shandong,10
Eskisehir Airport,0.442474796
Kagoshima,1.18342156
Cheongju,1.686358375
Antalya Gazipasa Airport,1.439675576
Jeju,2.056074114
Fuerteventura,1.157851709
Almeria,2.414848455
Jeju,2.056074114
Tirana,0.1402701332
Chengdu Tianfu,0.5336581126
Alexandoupolis,0.1390161495
Managua,0.1579204092
Kayseri Airport,0.9349691976
Ekaterinburg,0.2110681531
Manila - Ninoy Aquino,0.975410108
Shandong,10
San Salvador Comalapa,0.008928608837
Santiago Cibao,0.0001076732603
San Salvador Comalapa,0.008928608837
Lviv,10
Nice,1.088374707
Budapest,10
Aberdeen,1.699953892
Trichy,10
Lviv,10
Basrah,0.3210985192
Natal,0.3488454797
Barcelona,1.459222
Piarco,1.836172017
Lviv,10
Sanya Fenghuang,0.1190303431
Johor Bahru,0.2880828151
Yinchuan Hedong,0.6017644879
Juba,10
Krakow Balice,0.3625501763
Sanya Fenghuang,0.1190303431
Gabon,0.8906532696
Piarco,1.836172017
Banja Luka,0.3910417811
Basrah,0.3210985192
Yinchuan Hedong,0.6017644879
Antalya Airport,0.6962273972
Siem Reap,10
Monastir,0.8121312867
Monastir,0.8121312867
Colombo,0.3735330654
Changchun Longjia,0.6585359199
Belize City,0.8996173318
Adana Airport,0.2731946343
Alicante,1.548582844
Busan - Kimhae,1.879322242
Billund,0.8099741593
Krasnodar,10
Antalya Airport,0.6962273972
Antalya Airport,0.6962273972
Monastir,0.8121312867
Busan - Kimhae,1.879322242
Abu Dhabi,1.186127815
Kos,0.8582194649
Antalya Airport,0.6962273972
