DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp_Total,SoM_Comp
French Guyana,Cayenne,Menthol,Full Flavor,STD,100,1,7,14.285714000000
China,Ningbo Lishe,Regular,Full Flavor,STD,KS,4,20,84.000000000000
South Korea,Yangyang,Regular,Full Flavor,STD,KS,3,30,60.555555666667
Kuwait,Kuwait,Regular,Full Flavor,STD,100,1,21,14.285714000000
China,Kunming Wujiaba,Regular,Full Flavor,STD,KS,4,20,84.000000000000
China,Changsha Huanghua,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
United Arab Emirates,Sharjah,Menthol,Full Flavor,STD,KS,1,9,11.111111000000
Sweden,Malmo,Regular,Full Flavor,STD,KS,2,5,90.000000000000
Spain DP,Palma De Mallorca,Regular,Full Flavor,STD,KS,4,18,52.916666500000
Spain DP,Madrid Barajas,Regular,Lights,STD,KS,2,19,21.617823000000
Turkey,Ankara Airport,Regular,Full Flavor,SSL,100,2,37,21.977240333333
Ireland,Dublin,Regular,Full Flavor,STD,100,1,5,20.000000000000
Spain,Alicante,Regular,Full Flavor,SSL,100,2,8,26.250000000000
Kazakhstan,Almaty,Regular,Full Flavor,STD,KS,1,1,100.000000000000
Morocco,Tangier,Regular,Lights,STD,100,1,27,3.851852000000
Brazil,Fortaleza,Regular,Full Flavor,STD,KS,2,9,53.703703666667
China,Weihai Dashuibo,Regular,Lights,STD,KS,1,18,11.111111000000
France,Toulouse,Menthol,Full Flavor,STD,100,1,14,7.142857000000
Norway,Trondheim,Menthol,Full Flavor,STD,KS,1,11,9.090909000000
China,Yancheng Nanyang,Regular,Full Flavor,STD,KS,4,14,82.142857200000
Turkey,Ankara Airport,Regular,Full Flavor,STD,100,2,37,8.599508500000
Russia,Astrakhan,Regular,Full Flavor,STD,KS,1,8,75.000000000000
France DP,Nice,Regular,Full Flavor,STD,KS,4,12,56.250000000000
China,Nanchang Changbei,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Great Britain,London Luton,Regular,Lights,STD,KS,2,11,30.134680000000
Spain,Almeria,Regular,Full Flavor,STD,KS,3,17,63.211951333333
Spain,Bilbao,Regular,Lights,STD,KS,2,9,17.592592666667
Ghana,Accra,Regular,Full Flavor,SLI,100,1,14,7.142857000000
United Arab Emirates,Sharjah,Regular,Full Flavor,SSL,KS,1,9,11.111111000000
United Arab Emirates,Sharjah,Regular,Lights,STD,KS,2,18,15.185185333333
Taiwan,Taichung,Regular,Lights,STD,KS,2,7,54.761905000000
Ecuador,Guayaquil,Regular,Full Flavor,STD,KS,1,9,44.444444000000
Macau,Macau,Regular,Full Flavor,STD,LONGER THAN KS,1,2,50.000000000000
Mauritania,Nouakchott,Regular,Full Flavor,STD,KS,3,11,59.848485000000
Spain,Santander,Regular,Full Flavor,STD,KS,2,4,69.444444333333
Jordan,Amman,NTD Caps,Full Flavor,STD,KS,2,30,11.274510000000
China,Chengdu Tianfu,Regular,Full Flavor,STD,KS,4,20,84.000000000000
China,Shenyang Taoxian,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Kuwait,Kuwait,Regular,Full Flavor,STD,KS,5,22,64.346320400000
Japan,Miyazaki,NTD Caps,Full Flavor,SSL,100,1,2,50.000000000000
Morocco,Rabat,NTD Caps,Full Flavor,STD,KS,2,25,10.838164333333
Japan,Chubu,Menthol Caps,Full Flavor,STD,KS,1,62,11.290323000000
Italy,Venice,Regular,Full Flavor,STD,KS,4,9,63.055555750000
Spain,Ibiza,Regular,Lights,STD,100,1,17,5.882353000000
Ecuador,Guayaquil,Menthol,Full Flavor,SSL,100,1,9,11.111111000000
Greece,Zakynthos,Regular,Full Flavor,STD,KS,4,12,66.666666750000
Turkey,Eskisehir Airport,Regular,Full Flavor,SSL,100,2,10,16.250000000000
France DP,Marseille,Regular,Lights,STD,KS,2,10,20.000000000000
Jamaica,Montego Bay,Regular,Full Flavor,STD,KS,3,29,57.813838333333
Dominican Republic,Punta Cana - Higuey,Regular,Full Flavor,STD,100,1,13,7.692308000000
Indonesia,Ngurah Rai,NTD Caps,Full Flavor,STD,KS,2,18,14.217171750000
China,Chongqing Jiangbei,Regular,Full Flavor,SSL,100,2,10,34.444444333333
China,Chongqing Jiangbei,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Mexico,Mexico City,Menthol,Full Flavor,STD,KS,2,24,7.083333500000
Turkey,Samsun Airport,Regular,Lights,STD,KS,1,21,7.380952500000
Ghana,Accra,Menthol,Full Flavor,SSL,100,1,14,7.142857000000
Morocco,Casablanca,Regular,Lights,STD,KS,1,29,7.148938666667
Spain DP,Madrid Barajas,Regular,Lights,STD,100,1,19,5.263158000000
Morocco,Nador,Regular,Full Flavor,SSL,100,2,13,13.846154000000
France,Tarbes - Lourdes,Regular,Full Flavor,STD,KS,2,5,63.333333500000
Japan,Tokyo - Narita,Menthol Caps,Full Flavor,STD,KS,2,60,5.119048000000
Morocco,Nador,Menthol,Full Flavor,STD,KS,1,10,10.000000000000
South Africa,Durban,Regular,Lights,STD,KS,1,6,16.666667000000
South Africa,Durban,NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Tunisia,Sfax,NTD Caps,Full Flavor,STD,KS,1,5,20.000000000000
Mexico,Los Cabos,Regular,Full Flavor,STD,KS,3,20,63.859180000000
China,Yanji Zhaoyangchuan,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Great Britain,Southampton,Menthol,Full Flavor,STD,KS,1,11,9.545454500000
Jordan,Amman,Regular,Full Flavor,SSL,100,2,30,6.743393000000
Greece,Alexandoupolis,Menthol,Full Flavor,SSL,100,1,8,12.500000000000
China,Yanji Zhaoyangchuan,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Spain DP,Valencia,Regular,Full Flavor,SSL,100,1,9,31.111111000000
Morocco,Fes,Regular,Full Flavor,STD,100,1,21,4.761905000000
China,Sanya Fenghuang,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
Greece,Santorini,Regular,Lights,STD,KS,1,10,11.666666666667
China,Nanning Wuxu,Regular,Full Flavor,STD,KS,5,19,82.233918000000
Ireland,Cork,Regular,Full Flavor,STD,100,1,5,20.000000000000
France,Paris Orly,Menthol,Full Flavor,STD,100,1,11,9.090909000000
China,Kunming Wujiaba,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Spain DP,Barcelona,Regular,Full Flavor,STD,KS,4,19,54.671052750000
Great Britain,Bournemouth,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
China,Mudanjiang Hailang,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Ethiopia,Addis Ababa,Regular,Full Flavor,SLI,100,1,23,4.347826000000
Switzerland,Geneva,Menthol Caps,Full Flavor,SSL,100,1,28,3.571429000000
Spain DP,A Coruna,Regular,Full Flavor,STD,KS,1,2,75.000000000000
South Korea,Jeju,Menthol Caps,Full Flavor,SSL,100,1,56,1.785714000000
Mexico,Cancun,Menthol,Full Flavor,SSL,100,1,24,4.464286000000
Brazil,Porto Alegre,Menthol,Full Flavor,SSL,100,1,10,11.250000000000
Germany,Paderborn,Regular,Full Flavor,SSL,100,1,4,25.000000000000
Spain,Vigo,Regular,Full Flavor,STD,KS,1,5,68.888889000000
Turkey,Konya Airport,NTD Caps,Full Flavor,STD,KS,1,21,12.380952500000
Turkey,Ankara Airport,Menthol,Full Flavor,STD,100,1,22,4.545455000000
Mexico,Cancun,Regular,Full Flavor,STD,KS,2,24,55.119047666667
China,Shanghai Pudong,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Sweden,Stockholm Arlanda,Regular,Full Flavor,STD,KS,3,8,91.666666666667
Cambodia,Phnom Penh,Regular,Full Flavor,SSL,KS,1,25,5.846154000000
South Korea,Yangyang,NTD Caps,Full Flavor,SSL,100,1,30,13.333333000000
China,Jinan Xiaoqiang,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Switzerland,Geneva,NTD Caps,Full Flavor,STD,KS,1,28,12.857143000000
Great Britain,London Luton,Regular,Ultralights,STD,KS,1,2,50.000000000000
Greece,Aktio,Regular,Lights,STD,KS,2,9,17.592592666667
South Korea,Cheongju,NTD Caps,Full Flavor,SSL,100,1,55,18.181818000000
French Guyana,Cayenne,Regular,Full Flavor,STD,KS,2,7,80.952380666667
Bosnia-Herzegovinia,Banja Luka,Regular,Lights,STD,KS,2,10,30.000000000000
China,Shanghai Hongqiao,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
China,Nanchang Changbei,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Great Britain,London Luton,Regular,Full Flavor,STD,KS,2,11,58.585858500000
Saudi Arabia,RIYADH,Regular,Full Flavor,SSL,100,1,16,14.583333500000
Tunisia,Tozeur,Regular,Full Flavor,STD,KS,3,3,100.000000000000
Uzbekistan,Tashkent,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Germany,Hamburg,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
Turkey,Trabzon Airport,Regular,Full Flavor,SLI,100,1,20,6.346154000000
Morocco,Casablanca,Regular,Full Flavor,SLI,KS,1,29,3.448276000000
Spain DP,Ibiza,Regular,Ultralights,STD,KS,1,8,12.500000000000
China,Harbin Taiping,Menthol,Full Flavor,STD,KS,2,20,7.941176500000
Great Britain,Cardiff,Regular,Lights,STD,KS,2,10,20.555555500000
Chile,Santiago Arturo Merino Benitez,Regular,Lights,STD,KS,1,12,8.333333000000
Cambodia,Phnom Penh,Menthol,Full Flavor,STD,KS,1,25,4.000000000000
Saudi Arabia,Medina,Menthol,Full Flavor,SSL,100,1,16,6.250000000000
Great Britain,Humberside,NTD Caps,Full Flavor,STD,KS,1,6,16.666667000000
Spain DP,A Coruna,Regular,Full Flavor,STD,100,1,1,100.000000000000
China,Urumchi Diwobao,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Turkey,Izmir Airport,Regular,Ultralights,STD,KS,1,37,2.702703000000
Ghana,Accra,Regular,Lights,STD,KS,2,14,11.774891666667
Great Britain,Exeter,Regular,Full Flavor,STD,100,1,10,10.000000000000
Kyrgyzstan,Manas,Menthol,Full Flavor,SSL,100,1,15,6.666667000000
Kenya,Jomo Kenyatta,Regular,Lights,STD,100,1,10,10.000000000000
Switzerland,Zurich,Regular,Lights,STD,100,1,24,5.416667000000
Turkey,Denizli Cardak Airport,Menthol,Full Flavor,SSL,100,1,8,12.500000000000
France,Paris Orly,Regular,Lights,STD,100,1,11,10.795454500000
South Korea,Incheon,Menthol,Full Flavor,SSL,100,1,56,1.785714000000
Caribbean Other,Basseterre (Saint Kitts),NTD Caps,Full Flavor,STD,KS,1,9,11.111111000000
Armenia,Yerevan,Menthol,Full Flavor,SSL,100,1,19,26.754386000000
China,Nanning Wuxu,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
El Salvador,San Salvador Comalapa,Regular,Full Flavor,SSL,100,1,10,10.000000000000
Morocco,Fes,Regular,Full Flavor,STD,KS,3,24,57.178932333333
Dominican Republic,Punta Cana - Higuey,Menthol Caps,Full Flavor,STD,KS,1,13,7.692308000000
Cambodia,Phnom Penh,Regular,Full Flavor,STD,100,1,13,7.692308000000
Spain,Reus,Regular,Lights,STD,100,1,10,10.000000000000
Gabon,Gabon,NTD Caps,Full Flavor,SSL,100,1,16,6.250000000000
Poland,Warsaw,Regular,Lights,STD,100,1,13,7.692308000000
China,Kunming Wujiaba,Regular,Full Flavor,STD,100,1,20,5.000000000000
Switzerland,Zurich,Regular,Full Flavor,SLI,100,1,24,4.166667000000
United Arab Emirates,Sharjah,Regular,Lights,STD,LONGER THAN KS,1,15,6.666667000000
France,Lyon Saint Exupery,Regular,Full Flavor,SSL,100,1,6,33.333333000000
Canary Islands,La Palma,Regular,Lights,STD,100,1,16,6.250000000000
South Korea,Cheongju,Menthol,Full Flavor,STD,KS,2,55,12.020202000000
Cape Verde,Espargos,NTD Caps,Full Flavor,STD,KS,1,12,25.000000000000
Spain DP,Ibiza,NTD Caps,Full Flavor,STD,KS,1,16,6.250000000000
Jamaica,Montego Bay,Regular,Lights,STD,KS,3,29,10.403426000000
Great Britain,London Gatwick,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
Morocco,Agadir,Regular,Full Flavor,SLI,KS,1,28,3.571429000000
Turkey,Antalya Airport,Regular,Full Flavor,SSL,KS,1,22,4.545455000000
China,Weihai Dashuibo,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Canary Islands,Fuerteventura,NTD Caps,Full Flavor,STD,KS,1,15,6.666667000000
Morocco,Tangier,Regular,Lights,STD,KS,2,27,6.585077666667
Tunisia,Enfidha,Menthol,Full Flavor,STD,KS,1,18,11.111111000000
Turkey,Antalya Airport,Menthol,Full Flavor,STD,100,1,21,9.523810000000
France DP,Marseille,Menthol,Full Flavor,SSL,100,1,10,10.000000000000
Great Britain,Glasgow Prestwick,NTD Caps,Full Flavor,STD,KS,1,7,14.285714000000
Japan,Fukuoka,NTD Caps,Full Flavor,STD,100,1,59,1.694915000000
Spain DP,Alicante,NTD Caps,Full Flavor,STD,KS,1,14,7.142857000000
Russia,Min Vody,Menthol,Full Flavor,STD,100,1,9,11.111111000000
Spain,Jerez De La Frontera,Regular,Lights,STD,100,1,14,7.142857000000
China,Urumchi Diwobao,Regular,Full Flavor,STD,100,1,20,5.000000000000
Tunisia,Jerba,Menthol Caps,Full Flavor,SSL,100,1,34,2.941176000000
Spain,Murcia,Menthol,Full Flavor,STD,KS,1,9,12.698412500000
Spain DP,Gerona,Regular,Lights,STD,100,1,17,5.882353000000
United Arab Emirates,Dubai,Regular,Full Flavor,STD,KS,6,26,46.211943444444
China,Wuxi Shuofang,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Tanzania,Dar Es Salaam,Regular,Full Flavor,STD,KS,3,17,56.274509666667
Spain DP,Jerez De La Frontera,Regular,Full Flavor,STD,KS,3,12,75.555555333333
Spain DP,Jerez De La Frontera,Regular,Lights,STD,100,1,12,8.333333000000
Ethiopia,Addis Ababa,Regular,Lights,STD,100,1,15,13.333333000000
Taiwan,Taipei - Taoyuan,Menthol Caps,Full Flavor,STD,KS,1,8,12.500000000000
Turkey,Bodrum Airport,Regular,Full Flavor,STD,KS,5,35,57.789309333333
Tunisia,Tunis,Regular,Full Flavor,SSL,KS,1,36,2.777778000000
France,Paris Charles De Gaulle,Regular,Full Flavor,STD,100,1,8,12.500000000000
Turkey,Gaziantep Airport,Regular,Full Flavor,STD,100,3,31,10.314795666667
Turkey,Diyarbakir Airport,Menthol Caps,Full Flavor,STD,KS,2,32,6.107954500000
South Korea,Muan,Regular,Full Flavor,SLI,100,1,43,2.325581000000
China,Wenzhou Longwan,Regular,Full Flavor,STD,KS,4,20,84.000000000000
China,Harbin Taiping,Regular,Full Flavor,STD,KS,4,20,84.470588200000
Turkey,Kayseri Airport,Regular,Full Flavor,STD,KS,4,21,60.625000000000
Morocco,Agadir,Regular,Ultralights,STD,KS,1,25,4.000000000000
Morocco,Marrakech,NTD Caps,Full Flavor,SSL,100,1,26,26.923077000000
Spain,Jerez De La Frontera,Regular,Lights,STD,KS,2,14,17.261904666667
Georgia,Kutaisi,Regular,Lights,STD,KS,2,8,28.750000000000
Great Britain,Norwich,Regular,Full Flavor,STD,100,1,7,14.285714000000
Serbia,Nis,Regular,Full Flavor,STD,KS,3,6,60.416666750000
Portugal,Lisbon,Regular,Lights,STD,100,1,5,20.000000000000
Great Britain,Edinburgh,Regular,Ultralights,STD,KS,1,4,25.000000000000
China,Ningbo Lishe,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Great Britain,Newcastle,Regular,Full Flavor,STD,KS,3,11,58.585858666667
United Arab Emirates,Dubai,Regular,Full Flavor,SLI,KS,1,1,100.000000000000
Albania,Tirana,Menthol,Full Flavor,SSL,100,2,32,14.236111000000
Great Britain,Aberdeen,Regular,Full Flavor,STD,KS,3,10,60.555555666667
Turkey,Samsun Airport,Regular,Full Flavor,SSL,100,3,27,42.460317250000
Georgia,Tbilisi,Regular,Lights,STD,KS,2,8,28.750000000000
Turkey,Gaziantep Airport,NTD Caps,Full Flavor,SSL,100,1,31,6.451613000000
Tunisia,Tozeur,Regular,Full Flavor,SSL,100,1,5,40.000000000000
China,Guangzhou Baiyun,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Tunisia,Tunis,Regular,Full Flavor,SSL,100,2,36,31.250000000000
Great Britain,London Southend Airport,NTD Caps,Full Flavor,STD,KS,1,8,12.500000000000
China,Hangzhou Xiaoshan,Regular,Full Flavor,SSL,100,2,10,34.444444333333
Germany,Hannover,Regular,Full Flavor,SSL,100,1,6,16.666667000000
France,Nantes,Regular,Full Flavor,STD,KS,3,10,58.888889000000
Georgia,Tbilisi,Regular,Full Flavor,STD,KS,1,8,48.750000000000
Colombia,Bogota,NTD Caps,Full Flavor,STD,KS,2,20,23.214285500000
Brazil,Belo Horizonte,Regular,Full Flavor,STD,KS,3,16,68.750000000000
Spain DP,Alicante,Regular,Lights,STD,KS,2,19,23.768797000000
Bulgaria,Varna,Regular,Full Flavor,STD,KS,3,9,53.703703666667
Vietnam,Hanoi,Regular,Full Flavor,STD,KS,4,7,100.000000000000
Tunisia,Sfax,Regular,Full Flavor,STD,KS,3,5,80.000000000000
Mexico,Mazatlan,Regular,Full Flavor,STD,KS,3,11,73.593073666667
Jordan,Aqaba,NTD Caps,Full Flavor,SSL,100,1,16,6.250000000000
Spain DP,Madrid Barajas,Regular,Full Flavor,STD,KS,4,19,55.807416500000
Chile,Santiago Arturo Merino Benitez,NTD Caps,Full Flavor,STD,KS,1,12,19.444444500000
Bosnia-Herzegovinia,Banja Luka,Regular,Lights,SSL,100,1,10,10.000000000000
Spain,Barcelona,Regular,Ultralights,STD,KS,1,10,10.000000000000
Cape Verde,Espargos,Regular,Full Flavor,STD,KS,2,13,56.410256333333
Ethiopia,Addis Ababa,Regular,Lights,SSL,100,1,23,4.347826000000
Martinique,Fort-de-France,Regular,Lights,STD,KS,1,7,14.285714000000
France DP,Nantes,Menthol,Full Flavor,SSL,100,1,11,9.090909000000
Spain DP,Mahon Airport,Regular,Full Flavor,STD,KS,3,16,68.154762000000
Mauritania,Nouakchott,Regular,Lights,STD,KS,2,11,29.545454500000
Great Britain,Bournemouth,Regular,Lights,STD,KS,2,9,17.361111000000
China,Xian Xianyang,Regular,Full Flavor,STD,100,1,20,5.000000000000
Bahrain,Manama,Regular,Full Flavor,STD,KS,4,22,65.643939500000
Canary Islands,Fuerteventura,Regular,Lights,STD,100,1,16,6.250000000000
Taiwan,Everrich Downtown Kinmen,Regular,Lights,STD,KS,2,7,54.761905000000
Japan,Fukuoka,Menthol Caps,Full Flavor,STD,KS,2,59,8.945386000000
China,Shenyang Taoxian,Menthol,Full Flavor,STD,KS,2,20,7.500000000000
China,Xuzhou Guanyin,Menthol,Full Flavor,STD,KS,2,20,7.941176500000
South Korea,Busan - Kimhae,Menthol,Full Flavor,SSL,100,1,56,1.785714000000
France DP,Toulouse,Regular,Lights,STD,100,1,12,11.309523500000
Switzerland,Zurich,Regular,Full Flavor,STD,KS,2,24,56.666666333333
Indonesia,Ngurah Rai,Regular,Lights,STD,KS,1,18,7.659932666667
Great Britain,London Heathrow,Regular,Ultralights,STD,KS,1,4,25.000000000000
Canary Islands,Gran Canaria,Regular,Lights,STD,100,1,16,6.250000000000
Morocco,Ouarzazate,Regular,Full Flavor,SSL,KS,1,16,6.250000000000
South Korea,Muan,Regular,Lights,SSL,100,1,43,2.325581000000
Albania,Tirana,Regular,Lights,STD,KS,2,32,7.541423000000
Dominican Republic,Samana El Catey,Regular,Full Flavor,SSL,100,1,10,21.666666500000
China,Beijing,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Nicaragua,Managua,NTD Caps,Full Flavor,STD,KS,1,3,33.333333000000
Great Britain,Cardiff,Regular,Ultralights,STD,KS,1,2,50.000000000000
Norway,Bergen,NTD Caps,Full Flavor,STD,KS,1,11,9.090909000000
Peru,Lima,Regular,Full Flavor,SSL,100,1,22,7.441077666667
Brazil,Recife,NTD Caps,Full Flavor,STD,KS,2,13,28.321678000000
China,Shenyang Taoxian,Regular,Full Flavor,STD,KS,4,20,84.000000000000
Turkey,Diyarbakir Airport,Regular,Full Flavor,STD,KS,4,32,44.744318250000
France,Chambery,Regular,Full Flavor,STD,KS,2,5,46.111111000000
Aruba,Oranjestad,Menthol,Full Flavor,STD,100,1,10,10.000000000000
Morocco,Al Hoceima,Menthol,Full Flavor,SSL,100,1,15,13.333333000000
Germany,Munich,Regular,Full Flavor,SSL,100,1,7,14.285714000000
South Korea,Busan - Kimhae,Regular,Full Flavor,SSL,100,2,56,17.380952000000
Japan,Okayama,Regular,Full Flavor,SSL,100,1,16,6.250000000000
China,Guangzhou Baiyun,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
China,Guangzhou Baiyun,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
France DP,Paris Orly,Regular,Full Flavor,STD,KS,2,11,59.848485000000
China,Taiyuan Wusu,Menthol,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Japan,Okayama,Regular,Lights,STD,KS,1,16,6.250000000000
Great Britain,Bournemouth,Regular,Ultralights,STD,KS,1,2,50.000000000000
Italy,Florence,Regular,Full Flavor,SLI,100,1,2,50.000000000000
Jamaica,Montego Bay,Regular,Ultralights,STD,KS,1,15,6.666667000000
China,Qingdao Liuting,Regular,Full Flavor,STD,LONGER THAN KS,1,10,10.000000000000
Grenada,St. George's Point Saline,Regular,Full Flavor,SLI,EXTRA LONG,1,11,9.090909000000
China,Wuxi Shuofang,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
Great Britain,Humberside,Regular,Lights,STD,100,1,10,10.000000000000
France DP,Chambery,Regular,Lights,STD,KS,1,2,50.000000000000
France DP,Strasbourg,Menthol,Full Flavor,STD,100,1,3,33.333333000000
China,Dalian Zhoushuizi,Menthol,Full Flavor,SLI,100,1,2,50.000000000000
Russia,Novosibirsk,Regular,Full Flavor,STD,KS,1,1,100.000000000000
Peru,Lima,Menthol,Full Flavor,STD,KS,1,22,4.545455000000
Greece,Samos,Regular,Lights,STD,KS,2,7,24.285714500000
France DP,Lyon Saint Exupery,Regular,Full Flavor,STD,100,1,8,12.500000000000
Georgia,Batumi,Regular,Full Flavor,STD,KS,1,8,48.750000000000
Japan,Okayama,NTD Caps,Full Flavor,SSL,100,1,16,6.250000000000
Spain DP,Jerez De La Frontera,Regular,Lights,STD,KS,1,12,15.000000000000
Turkey,Cukurova Airport,Regular,Full Flavor,STD,100,2,26,30.758304250000
Spain DP,Reus,Regular,Lights,STD,100,1,10,10.000000000000
Brazil,Florianopolis,Menthol,Full Flavor,SSL,100,1,14,8.116883000000
Mexico,Los Cabos,Menthol,Full Flavor,SSL,100,1,20,5.441176500000
Great Britain,Norwich,Regular,Lights,STD,KS,2,8,27.678571500000
China,Zhengzhou Xinzheng,NTD Caps,Full Flavor,SSL,100,1,3,33.333333000000
South Korea,Daegu,Menthol,Full Flavor,SSL,100,1,56,1.785714000000
Colombia,Bogota,Regular,Full Flavor,SSL,100,1,20,6.071428500000
United Arab Emirates,Abu Dhabi,Regular,Full Flavor,STD,LONGER THAN KS,1,13,7.692308000000
El Salvador,San Salvador Comalapa,Regular,Lights,STD,KS,1,6,33.333333000000
Cape Verde,Praia,Regular,Full Flavor,SSL,100,1,2,50.000000000000
Spain DP,Malaga,Menthol,Full Flavor,STD,KS,1,19,5.756579000000
China,Hohhot Baita,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
Greece,Athens,NTD Caps,Full Flavor,STD,KS,1,13,7.692308000000
Latvia,Riga,Regular,Lights,STD,100,1,5,20.000000000000
Morocco,Agadir,Regular,Full Flavor,SSL,100,2,28,23.190476333333
Germany,Hamburg,Regular,Full Flavor,SSL,100,1,8,12.500000000000
China,Dalian Zhoushuizi,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
Tunisia,Monastir,Menthol Caps,Full Flavor,SSL,100,1,27,7.407407000000
France DP,Paris Charles De Gaulle,Regular,Lights,STD,100,1,12,10.416666500000
Canary Islands,Lanzarote,Menthol,Full Flavor,SSL,KS,1,6,16.666667000000
Great Britain,Liverpool,Regular,Full Flavor,STD,100,1,10,10.000000000000
Denmark,Copenhagen,Regular,Lights,STD,KS,1,4,50.000000000000
Russia,Sochi,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
China,Yantai Penglai,Regular,Lights,STD,KS,1,20,10.000000000000
China,Ningbo Lishe,NTD Caps,Full Flavor,STD,KS,1,20,5.000000000000
France,Toulouse,Regular,Lights,STD,KS,2,14,12.142857000000
Great Britain,Aberdeen,Regular,Lights,STD,100,1,10,10.000000000000
Ethiopia,Addis Ababa,Regular,Ultralights,STD,KS,1,25,4.000000000000
Mexico,Los Cabos,NTD Caps,Full Flavor,STD,KS,2,20,13.823529500000
Great Britain,Cardiff,Regular,Lights,STD,100,1,10,10.000000000000
China,Beijing,Regular,Full Flavor,SSL,100,2,10,26.666666500000
Poland,Gdansk,Regular,Lights,STD,KS,2,9,27.777777500000
Great Britain,Leeds Bradford,Regular,Lights,STD,100,1,10,10.000000000000
Ethiopia,Addis Ababa,Menthol,Full Flavor,STD,100,1,23,4.347826000000
Portugal,Porto,NTD Caps,Full Flavor,SSL,100,1,2,50.000000000000
Greece,Mitilini,Regular,Full Flavor,STD,100,1,6,16.666667000000
France DP,Marseille,Regular,Lights,STD,100,1,10,11.250000000000
China,Wuxi Shuofang,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
China,Xuzhou Guanyin,Menthol,Full Flavor,SSL,100,1,3,33.333333000000
