DF_Market,Location,CR_BrandId,$theyearbefore NOR,$previous_year NOR,$current_year NOR,$theyearbefore MC,$previous_year MC,$current_year MC
France DP,Paris Charles De Gaulle,123635,-44698.208471858,20372.493203423,46857.883056809,-46408.402471858,14184.021203423,35019.082056809
China,Mudanjiang Hailang,122860,0,116.439,1283.653,0,78.217,859.762
Aruba,Oranjestad,95487,7325.098,38239.298,64938.868,6135.741,32166.014,54916.754
Denmark,Copenhagen,124783,15313.295078362,62592.750545741,218571.818553185,13792.235078362,54950.142545741,197636.368553185
Japan,Tokyo - Narita,144212,0,0,602614.017952675,0,0,525384.030952675
Poland,Lublin,124252,44164.774663502,264825.819607414,500837.81709507,37645.264663502,219387.744607414,431838.85709507
Turkey,Antalya Gazipasa Airport,118916,0,5646.939562519,86135.30773512,0,5000.239562519,77033.91773512
Guatemala,Guatemala City,99921,12183.36,26058.001,75392.107,10380.93,21735.268,62848.12
Spain,Malaga,122449,35302.807662374,100392.012243523,119282.504969331,32947.117662374,85720.194243523,103422.818969331
Japan,Tokyo - Haneda,118634,136539.962125926,1312948.13232354,4549075.74122551,120826.080125926,1140623.03832354,3883031.59822551
Bahrain,Manama,125836,0,481016.441,2188726.929,0,425791.008,1949548.938
Egypt,Luxor,139322,0,3844.183,13033.521,0,3021.764,10467.974
Austria,Vienna,125451,0,259366.263387211,1012925.92446,0,224239.106387211,883617.807459997
Brazil,Belo Horizonte,125840,0,1208.443,13470.151,0,865.029,9268.072
Tunisia,Sfax,100604,4554.023546664,19974.073093247,11172.235676385,3844.187546664,16522.820093247,9411.923676385
Oman,Muscat,123408,76750.656,45568.767,443514.927,69547.886,40388.105,395654.926
France DP,Nantes,122765,-8090.927873635,2865.539841571,9253.081842444,-8465.415873635,1993.793841571,6884.877842444
Turkey,Samsun Airport,123074,0,990.161512725,15275.803960996,0,852.500512725,12663.975960996
China,Guangzhou Baiyun,105623,15.6,11490.528,255350.701,11.39,7974.856,172238.061
Spain,Jerez De La Frontera,125679,0,838.17329173,10841.4420114,0,719.24829173,9408.239011399
Spain,Santander,122496,13732.446450079,49569.221050227,246999.81097504,12831.229450079,42449.951050227,214084.25597504
Spain,Ibiza,122499,85481.239297546,244376.327849675,1201544.28842449,79785.132297546,208279.895849674,1042391.89842449
Brazil,Sao Paulo - Guarulhos,95487,30314.74,79882.018,131274.336,24374.25,61471.924,101092.54
Mexico,Ixtapa Zihuatanejo,144768,0,0,1876.438,0,0,1545.855
Egypt,Hurgada,142119,0,22889.187,3705793.37,0,15520.871,3020678.236
Brazil,Recife,125835,0,0,1241.283,0,0,948.602
Tanzania,Kilimanjaro,123639,157.873549951,1849.359549495,7013.569749743,139.693549951,1308.133549495,5380.130749743
Switzerland,Geneva,124270,508297.443526466,1403805.97126471,3963441.45623179,446872.069526466,1205881.91826471,3452348.16523179
Sweden,Malmo,123663,69.259021397,3069.962997262,7337.80290065,64.714021397,2636.077997262,6388.69390065
France,Nantes,122362,17802.685758547,57894.835908618,231655.175907883,15790.246758547,51338.010908618,210314.481907883
Turkey,Bodrum Airport,114636,8015.818205415,25525.833986047,7827.145646799,7156.358205415,22727.785986047,7003.098646799
Spain,Alicante,122496,646761.09971818,1701169.86435416,6732084.90082137,604028.13071818,1453747.57535416,5833652.72582137
Poland,Krakow Balice,123059,1006227.29739058,2961358.48511298,14534142.2306479,880556.749390576,2560336.03511298,12779298.3296479
Morocco,Rabat,125840,0,36847.429339533,3654706.70150443,0,23528.613339533,2923867.61750443
Morocco,Essaouira,139322,0,2368.447370944,27482.051170075,0,1875.958370944,22057.450170075
Paraguay,Asuncion Silvio Petterossi,91644,0,1183.302,18313.417,0,974.681,14954.956
Uzbekistan,Tashkent,125837,0,4905.257559463,412643.722446798,0,4306.474559463,351606.747446798
United Arab Emirates,Dubai,122927,0,0,240062.357,0,0,208288.599
Tunisia,Jerba,123640,5754.686298125,29630.248454677,123926.943272977,2348.966298125,16419.917454677,74027.642272977
Brazil,Brasilia,114360,828.382,2344.957,0,727.472,1727.987,0
Turkey,Kayseri Airport,123070,0,13965.103542414,79454.006791909,0,12049.834542414,69575.667791909
Vietnam,Danang,122623,0,175983.753,305484.707,0,150527.74,262024.47
Egypt,Asyut,138965,0,0,6609.041,0,0,5747.991
Vietnam,Ho Chi Minh,122623,0,218762.377,755517.296,0,187589.076,649826.59
Egypt,Hurgada,100304,0,314104.943,487090.526,0,227149.682,342989.113
Morocco,Ouarzazate,123413,0,0,7.569304998,0,0,6.278304998
Egypt,Hurgada,139305,0,8337.97,1293006.373,0,6155.426,1076474.3
China,Nanning Wuxu,113952,0,5269.18,30152.689,0,3937.762,22782.81
Mexico,Acapulco,91644,233.233,860.429,0,196.943,726.256,0
Oman,Salalah,123386,17794.704,64201.875,128331.705,16162.772,57828.334,116037.358
Egypt,Marsa Aalam,137359,0,7540.185,0,0,6409.299,0
Caribbean Other,Port-au-Prince (Haiti),123649,271.648,1391.724,4600.775,192.868,970.164,2983.7
Vietnam,Hanoi,122725,0,2169.72,139229.362,0,1860.053,119581.693
Albania,Tirana,125841,0,54717.163298201,5491148.05485088,0,47132.977298201,4755870.27385088
Oman,Muscat,114978,9458.506,136813.722,413915.797,8383.31,119593.753,366409.538
Ukraine,Kyiv - Zhulyany,123066,6974.117768543,0,0,5944.155768543,0,0
Morocco,Essaouira,113631,17275.200088412,62574.405689631,91274.729099213,14651.580088412,53062.705689631,77559.865099213
China,Hebei,105626,0,0,5206.297,0,0,4138.351
Kuwait,Kuwait,137314,0,1197734.476,558551.735,0,1022694.374,477293.728
Bosnia-Herzegovinia,Sarajevo,116132,11032.890505954,2098.901539454,153299.231431103,9641.588505954,1812.359539454,133309.893431103
Morocco,Rabat,123413,0,0,114.748950302,0,0,94.580950302
Brazil,Viracopos,125088,0,546.232,3135.154,0,414.528,2393.244
Mozambique,Beira,139305,0,1764.568,77751.193,0,855.264,60993.71
Japan,Naha,125146,738.110246619,411.011521383,126654.342108806,658.080246619,359.729521383,110391.021108806
Argentina,Rosario,123972,67.479,1212.231,2400.988,60.52,918.419,1890.272
China,Yantai Penglai,105623,144.004,6464.341,5776.77,105.134,4475.677,4027.955
Turkey,Samsun Airport,118916,0,2632.942452036,35417.190955935,0,2310.821452036,30158.476955935
Ethiopia,Addis Ababa,139322,0,35622.788,109495.064,0,26237.579,81823.661
Turkey,Konya Airport,122817,563.97153079,980.341371195,865.205045627,470.02153079,809.735371195,715.669045627
Sri Lanka,Colombo,113643,42067.924,0,0,39688.364,0,0
Morocco,Ouarzazate,100604,2862.204791047,20297.957687585,11769.200799389,2437.690791047,17248.586687585,9994.875799389
South Korea,Daegu,103507,36365.74,189290.043,443181.491,31769.188,162078.423,372380.055
Ireland,Cork,122790,41156.851912151,64221.488266063,527969.877230961,36668.167912151,56710.354266063,466669.132230961
Great Britain,Southampton,122753,330.616961563,2420.936065263,712.957564774,304.519961563,1989.040065263,595.191564774
Russia,St. Petersburg Pulkovo,143210,0,0,9203.50584273,0,0,6660.36284273
Greece,Athens,125456,0,120783.106112144,306142.553913033,0,97574.332112145,246036.917913033
Turkey,Izmir Airport,87048,46818.863739679,97362.167533812,6828.029785887,36501.713739679,75225.020533812,5365.921785887
Italy,Naples,123091,10315.592122768,25657.031993669,227714.952466322,9668.387122768,21902.863993669,195730.558466322
Mexico,Guadalajara,125835,0,3646.289,37766.827,0,2878.287,30412.681
Japan,Oita,113865,0,539.517690619,3938.970070829,0,472.376690619,3419.231070829
Zambia,Lusaka,100017,4010.4,2550,23825.776,3314.48,2154.92,19597.717
Turkey,Trabzon Airport,70908,408.938271475,4620.734873493,0,312.332271475,3478.169873493,0
Denmark,Billund,124783,3474.329330724,12152.625358688,77080.289725431,3172.237330724,10787.591358688,70315.153725431
Mexico,Acapulco,114360,542.895,2142.846,0,490.7,1770.625,0
Turkey,Diyarbakir Airport,122201,0,271.55961809,890.552760948,0,205.52061809,673.722760948
Brazil,Natal,125088,0,64.087,754.835,0,48.641,578.093
China,Qingdao Liuting,125149,0,414.888,79483.553,0,196.265,60884.444
Cameroon,Yaounde,114699,243.36,0,0,201.604,0,0
India,Netaji Subhash Chandra Bose Int. Airport,114978,0,0,0,0,0,0
Caribbean Other,Port-au-Prince (Haiti),142119,0,577.166,38366.62,0,288.084,25667.496
Albania,Tirana,139308,0,0,12574912.9106837,0,0,10915341.1496837
Turkey,Samsun Airport,98006,1577.84661216,12053.43478885,11778.084683477,1316.87861216,10135.47978885,9754.802683477
Mexico,La Paz Manuel Marquez de Leon,104519,1337.648,8314.538,0,1235,7084.241,0
Turkey,Dalaman Airport,122592,0,1409.339044037,1555.076310685,0,1205.837044037,1352.466310685
South Korea,Seoul,118636,2278.452,10146.74,0,1895.694,8186.344,0
China,Chongqing Jiangbei,113952,0,2.091,0,0,-4.706,0
China,Jinan Xiaoqiang,105623,0,478.751,2584.418,0,333.174,1788.466
Poland,Katowice,125817,18577.068682227,6464.791422346,0,15874.308682227,5417.068422346,0
Greece,Kavala,120925,506.67289296,1158.281003424,24.829524339,429.40789296,836.448003424,18.091524339
Qatar,Doha,139321,0,31321.52,970805.211,0,26705.67,866125.338
Greece,Heraklion Airport,124226,0,374.066613326,49181.229411462,0,261.126613326,30876.223411462
Suriname,Paramaribo,125625,0,1663.134,0,0,1441.275,0
Kenya,Moi,98236,2150,0,0,1802.04,0,0
Brazil,Porto Alegre,125347,1034.481,0,0,888.339,0,0
China,Hangzhou Xiaoshan,122863,0,0,0,0,-1.576,0
Great Britain,Jersey,122750,0,145.178931956,0,0,124.128931956,0
Japan,Matsuyama,144212,0,0,243.05353658,0,0,212.02153658
Italy,Genoa,121004,0,0,0,0,0,0
Egypt,Luxor,122798,0,0,638.783,0,0,417.428
China,Shanghai Pudong,121385,0,207.666,0,0,170.962,0
China,Yanji Zhaoyangchuan,114874,0,0,0,0,0,0
China,Chongqing Jiangbei,105628,2.22,0,0,1.576,0,0
Japan,Fukuoka,,0,0,0,0,0,0
China,Chongqing Jiangbei,122865,0,12.243,0,0,9.036,0
Dominican Republic,La Romana,125074,0,0,0,0,0,0
Oman,Muscat,109421,6881.76,0,0,6091.89,0,0
China,Shanghai Pudong,125151,0,51976.469,0,0,41204.891,0
China,Shenzhen Bao'an,105625,0,1.376,0,0,0.977,0
Mexico,Mazatlan,125625,0,0.054,0,0,0.045,0
China,Yanji Zhaoyangchuan,113951,0,0,0,0,0,0
China,Kunming Wujiaba,105694,0,551.874,0,0,412.772,0
China,Shenzhen Bao'an,105693,0,0,0,0,-3.837,0
Oman,Salalah,122797,0,0,9175.038,0,0,7197.966
Trinidad and Tobago,Piarco,139312,0,97.68,0,0,81.876,0
China,Qingdao Liuting,105617,7.376,0,0,5,0,0
China,Chongqing Jiangbei,125150,0,115.955,0,0,92.058,0
Dominican Republic,La Romana,125087,0,0,26.18,0,0,22.046
Central Africa,Bangui,123661,0,0,12330,0,0,10779.75
Poland,Lublin,153169,0,0,289.284764753,0,0,252.074764753
China,Shenyang Taoxian,122800,0,35.052,0,0,23.334,0
China,Changsha Huanghua,122805,0,3.855,0,0,2.566,0
Czech Republic,Prague,123666,110642.857361587,368443.363191846,939722.156087969,101375.524361587,334648.747191846,869232.721087969
Spain,Santiago De Compostela,123307,7548.686455984,23593.239119577,92162.689656854,6807.851455984,18424.369119577,79426.496656854
Great Britain,Bournemouth,122748,700.913336335,7709.30932784,48875.356679392,667.856336335,6794.66932784,43431.683679392
Morocco,Casablanca,123412,0,155743.448442083,730378.38148972,0,130686.465442083,611564.36648972
Netherlands,Amsterdam - Schiphol,123484,772515.78740637,2507822.24349259,9123965.85579335,697979.27140637,2265809.53849259,8363299.56779335
Caribbean Other,Antigua,123649,0,1965.745,5472.943,0,1557.523,4301.537
Poland,Lublin,123056,28756.50035303,366990.699331578,814603.895396269,25784.23535303,322110.516331578,729597.623396269
Martinique,Fort-de-France,121221,92066.715706258,351594.441520408,1678333.26390633,87974.638706258,317930.478520408,1546365.93090633
Australia,Melbourne,121377,28660.123383056,139235.723977463,134468.744562971,27585.403383056,122493.545977463,121922.304562972
Portugal,Lisbon,120966,156699.407403499,0,0,143240.312403499,0,0
Iraq,Basrah,123515,209280,208781.195,1540203.747,181443.2,173998.451,1305403.037
Qatar,Doha,123645,97993.362,241846.476,629440.421,87791.352,215008.539,559090.584
Turkey,Istanbul Airport,40680,41591.502684465,175040.937258247,529230.463164482,35172.838684465,147746.779258247,455731.514164482
Mexico,Puerto Vallarta,113618,23605.215,47535.005,213259.21,21995.899,40235.071,181729.882
Turkey,Antalya Airport,94155,169035.483862869,243065.022963384,135250.825948978,157170.991862869,212231.757963384,119307.797948978
Rwanda,Kigali,114699,4373.6,5928.483,3296.152,3608.09,4784.935,2634.956
Turkey,Izmir Airport,141734,0,284.60849029,272616.597079671,0,249.10549029,238890.705079671
Russia,Rostov Don,122532,0,0,1417.990659161,0,0,908.062659161
United Arab Emirates,Sharjah,124857,113282.662,183265.893,385155.67,106687.081,160624.664,338148.779
United Arab Emirates,Abu Dhabi,139322,0,0,18698.670195828,0,0,11348.710195828
Poland,Gdansk,124289,480041.15800982,1750923.93447562,7583449.47089167,400854.88000982,1409197.78947561,6436120.61489167
Morocco,Nador,58267,27157.708090596,31818.457367749,59913.196931632,24531.625090596,26402.124367749,50552.804931632
Norway,Bergen,121117,60079.072360126,184981.693036869,479318.502916617,54202.024360126,165522.59303687,424493.214916617
Morocco,Agadir,147065,0,0,81371.221255373,0,0,67007.524255373
Argentina,Mendoza,123959,62.69,12526.332,31026.061,55.731,9193.26,23601.991
Egypt,Marsa Aalam,123028,0,48713.337,97550.964,0,26930.359,59471.099
Ecuador,Guayaquil,124032,0,-198.162,22357.422,0,-852.07,16817.825
Vietnam,Hanoi,122625,0,109486.441,172896.848,0,93670.164,148391.94
Paraguay,Asuncion Silvio Petterossi,139312,0,0,7621.355,0,0,6195.802
Italy,Ciampino Airport,125683,0,929.639444625,138589.419295831,0,679.727444625,120235.990295831
China,Shanghai Pudong,125150,0,90791.151,2702624.09,0,63491.211,2110279.418
Poland,Olsztyn,144363,0,0,19106.86711048,0,0,15909.36511048
China,Wuxi Shuofang,105626,0,485.602,77386.856,0,382.99,61030.193
Morocco,Oujda,114978,0,0,92.908307913,0,0,76.432307913
Turkey,Istanbul Asia Airport,103941,59080.677071471,88126.490459947,81590.710190987,55017.447071471,74529.026459947,70041.358190987
Macedonia,Skopje,125841,0,250365.173787819,2066246.38879448,0,212363.126787819,1756555.36479448
Sri Lanka,Colombo,122897,0,50546.161,52771.606,0,43760.843,45802.804
South Sudan,Juba,139319,0,0,2259,0,0,1582.645
Germany,Paderborn,125532,0,2262.602962891,29701.757701436,0,2028.665962891,26687.338701436
Spain DP,Ibiza,125681,0,6803.793436756,292026.376331602,0,4768.287436756,210890.910331602
China,Shanghai Hongqiao,125150,0,676.23,55537.639,0,417.801,42026.613
Djibouti,Djibouti,108146,0,0,15513.261,0,0,12579.65
Italy,Naples,122414,20204.696306679,47089.560650428,5839.607399283,18819.815306679,40183.655650428,4953.562399283
Brazil,Viracopos,123648,0,526.648,898.24,0,428.835,726.176
Germany,Berlin Brandenburg,122366,52618.851209448,20657.959225399,5326.020598347,47225.471209448,18320.372225399,4770.707598347
Guatemala,Guatemala City,125088,0,8180.32,24860.24,0,6884.948,20848.279
Germany,Bremen,122366,0,5.888588131,0,0,5.210588131,0
Georgia,Kutaisi,121425,103.255127638,9340.889429537,100481.778503962,87.155127638,7717.282429537,84483.693503962
Dominican Republic,La Romana,107858,639.236,1242.256,0,594.001,1048.468,0
China,Kunming Wujiaba,105625,536.762,43533.314,65810.4,381.066,27790.35,35689.192
Taiwan,Everrich Downtown Kinmen,148706,0,0,17511.783,0,0,7113.994
Qatar,Doha,137316,0,802107.522,0,0,718508.098,0
Czech Republic,Prague,120909,168789.368744283,473555.575676885,31715.790642778,154352.026744283,430838.580676885,29165.898642778
India,Netaji Subhash Chandra Bose Int. Airport,125839,0,0,13408.981,0,0,11334.893
Algeria,Oran,101080,0,47295.2674306,0,0,39261.0874306,0
Mexico,Mazatlan,99921,1932.127,5140.87,17674.013,1610.71,4338.523,15067.359
India,Hyderabad,118496,14883.554,29125.063,63737.982,13318.328,25731.022,56246.829
Turkey,Diyarbakir Airport,70909,4268.527528199,10158.338822855,49815.717895072,3278.329528199,7342.569822855,35628.217895072
Saudi Arabia,RIYADH,123643,0,0,517777.233137754,0,0,448246.037137753
Turkey,Kutahya Airport,122704,1503.605078412,926.803756721,439.521961947,1416.614078412,816.383756721,387.654961947
South Korea,Cheongju,121947,0,4098.848,846.373,0,3157.302,692.141
Zambia,Lusaka,124723,0,0,3121.769,0,0,2181.794
Saudi Arabia,RIYADH,123645,0,69493.980099641,257060.224734116,0,60818.823099641,225153.424734116
Sweden,Gothenburg,120943,0,33.857527288,0,0,29.907527288,0
India,Karipur,113960,357.778,3028.423,10441.736,308.456,2577.222,8866.265
France DP,Nantes,122774,-241.784065921,385.33372195,142.720457379,-247.003065921,279.17872195,107.118457379
Japan,Chitose,,0,0,0,0,0,0
Egypt,Cairo,125377,0,35829.859,0,0,30795.11,0
Nicaragua,Managua,104519,0,12283.509,0,0,9320.809,0
Turkey,Trabzon Airport,40680,72.694384383,291.39978973,735.585582554,59.030384383,233.63878973,593.082582554
Portugal,Faro Airport,125803,7554.252243593,18848.734272533,3999.980166486,6730.092243593,16708.594272533,3563.572166486
Turkey,Diyarbakir Airport,87049,1135.403135088,1695.051720039,2836.389304511,880.883135088,1265.636720039,2137.841304511
Russia,Volgograd,122010,114.084469075,1899.921272362,2542.681648143,71.606469075,1106.182272362,1776.993648143
Russia,Min Vody,121998,451.745958444,1324.788106224,1921.471774103,382.153958444,1104.821106224,1600.497774103
Egypt,Luxor,142119,0,655.502,130045.542,0,500.346,106291.425
Brazil,Belo Horizonte,95487,399.265,1063.413,2676.11,312.471,818.654,2062.832
Panama,Panama Tocumen,157067,0,818.626,6111.376,0,669.307,5069.697
Grenada,St. George's Point Saline,125088,0,0,3720.126,0,0,3108.689
Barbados,Bridgetown,91644,3904.598,9356.956,27760.825,3387.216,7942.898,23886.326
Qatar,Doha,139320,0,336542.805,256610.077,0,297680.125,227330.902
Dominican Republic,Santiago Cibao,124032,0,4914.402,31338.152,0,3912.939,25173.228
Turkey,Gaziantep Airport,41979,2209.656691123,3456.170765473,1812.772923807,1864.236691123,2978.247765473,1510.149923807
Turkey,Trabzon Airport,56640,0,0,1091.477899606,0,0,844.233899606
India,Indira Gandhi,115248,0,0,172254.863,0,0,123664.169
Turkey,Kutahya Airport,122846,0,44.635217881,648.900140312,0,36.208217881,537.437140312
Macedonia,Skopje,137056,1341.415079823,13153.980365575,9825.914462952,1156.997079823,11210.621365575,8406.213462952
China,Yanji Zhaoyangchuan,144489,0,0,14365.721,0,0,11320.587
Turkey,Diyarbakir Airport,137513,0,0,0,0,0,0
Saudi Arabia,Jeddah,142109,0,0,650150.47349957,0,0,559705.08049957
Morocco,Rabat,147069,0,0,31892.202801613,0,0,26264.202801613
United Arab Emirates,Abu Dhabi,122797,0,0,11696.308,0,0,9296.415
Colombia,Cali,125835,0,1540.981,20671.991,0,1297.191,17347.825
China,Nanning Wuxu,105689,0,0,0,0,0,0
Brazil,Viracopos,91644,0,0,3649.499,0,0,2820.203
Greece,Chania,121228,0,0,0,0,0,0
Turkey,Trabzon Airport,118916,0,0,12271.335575745,0,0,10300.339575745
Turkey,Bodrum Airport,57069,0,2342.988780071,8045.400413165,0,1901.884780071,6513.303413165
Japan,Hiroshima,118634,0,4.833142911,0,0,4.202142911,0
Saudi Arabia,Jeddah,138525,0,94147.243289305,148221.950300615,0,83387.895289305,132379.326300615
Mauritius,Port Louis,151470,0,0,538392.255297077,0,0,453868.062297077
Tajikistan,Dushanbe,121052,0,276.287541922,0,0,227.037541922,0
Turkey,Kayseri Airport,104055,110.804461622,196.075841599,0,103.845461622,171.295841599,0
Egypt,Cairo,104944,0,28.924,0,0,11.167,0
Morocco,Essaouira,138538,0,2097.850107919,2637.087131651,0,1642.446107919,2108.572131651
Morocco,Tangier,142117,0,0,-2.988213503,0,0,-10.559213503
China,Shanghai Pudong,109526,0,8.84,0,0,4.885,0
Bahrain,Manama,100938,0,26252.069,0,0,23214.991,0
Turkey,Kutahya Airport,100978,28.758117292,0,0,27.018117292,0,0
Jordan,Aqaba,124858,0,0,0,0,0,0
China,Chengdu Tianfu,114873,0,3972.774,0,0,3182.612,0
China,Yanji Zhaoyangchuan,122771,0,3.235,0,0,-2.105,0
India,Jaipur,139319,0,0,842.447,0,0,709.713
Cape Verde,Praia,104357,0,0,0,0,0,0
Turkey,Bodrum Airport,137292,0,0,4277.391170872,0,0,3592.644170872
Lebanon,Beirut - Rafik Hariri,122119,309235.708,0,0,242719.676,0,0
