DF_Market,Location,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp Total,SoM_Comp
Brazil,Porto Alegre,Regular,Lights,STD,KS,2,19,10.526316000000
Morocco,Oujda,Menthol Caps,Full Flavor,STD,KS,1,63,1.587302000000
Brazil,Recife,Regular,Full Flavor,SSL,100,3,29,10.344828000000
Mexico,Monterrey,Regular,Full Flavor,SSL,100,3,22,13.636364000000
Spain,Gerona,Regular,Full Flavor,SSL,100,4,41,9.756098000000
Mexico,Ixtapa Zihuatanejo,Menthol,Full Flavor,STD,KS,1,20,5.000000000000
Tunisia,Enfidha,Regular,Lights,STD,KS,3,50,6.000000000000
France,Beauvais,Regular,Lights,STD,KS,2,13,15.384615000000
Poland,Gdansk,Regular,Full Flavor,STD,KS,7,13,53.846154000000
El Salvador,San Salvador Comalapa,Menthol,Full Flavor,STD,KS,2,16,12.500000000000
China,Jinan Xiaoqiang,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Cape Verde,Praia,Menthol,Full Flavor,SSL,100,1,22,4.545455000000
Spain,Barcelona,Regular,Lights,STD,KS,9,50,18.000000000000
Great Britain,Bristol,Regular,Full Flavor,STD,KS,15,29,51.724138000000
Ireland,Dublin,Regular,Lights,STD,KS,4,10,40.000000000000
Morocco,Casablanca,Menthol,Full Flavor,STD,KS,5,88,5.681818000000
Great Britain,East Midlands,Regular,Lights,STD,KS,4,26,15.384615000000
Brazil,Viracopos,Regular,Full Flavor,STD,KS,20,36,55.555556000000
United Arab Emirates,Abu Dhabi,Regular,Lights,STD,100,1,55,1.818182000000
Kyrgyzstan,Manas,NTD Caps,Full Flavor,STD,100,1,56,1.785714000000
Mexico,Ixtapa Zihuatanejo,Regular,Full Flavor,SSL,100,2,20,10.000000000000
Morocco,Al Hoceima,NTD Caps,Full Flavor,SSL,100,1,45,2.222222000000
China,Yancheng Nanyang,Regular,Full Flavor,STD,100,1,52,1.923077000000
France,Lille,Regular,Full Flavor,SSL,100,1,9,11.111111000000
Mexico,Mazatlan,Menthol,Full Flavor,STD,KS,1,19,5.263158000000
Ethiopia,Addis Ababa,Regular,Full Flavor,SSL,KS,1,74,1.351351000000
Morocco,Tangier,Regular,Full Flavor,SSL,100,5,75,6.666667000000
Morocco,Rabat,Menthol,Full Flavor,SSL,100,3,72,4.166667000000
Turkey,Gaziantep Airport,Regular,Full Flavor,SSL,100,8,71,11.267606000000
Cape Verde,Rabil,Menthol,Full Flavor,STD,KS,1,15,6.666667000000
Tanzania,Kilimanjaro,Regular,Ultralights,STD,KS,1,21,4.761905000000
Turkey,Ankara Airport,Regular,Lights,STD,KS,6,87,6.896552000000
Spain DP,Palma De Mallorca,Regular,Lights,STD,KS,9,48,18.750000000000
Egypt,Cairo,Menthol,Full Flavor,SSL,100,1,23,4.347826000000
Turkey,Gaziantep Airport,Menthol,Full Flavor,SSL,100,2,71,2.816901000000
Greece,Thessaloniki,Regular,Full Flavor,STD,100,1,36,2.777778000000
Italy,Pisa,Regular,Full Flavor,STD,KS,4,6,66.666667000000
China,Shanghai Pudong,Menthol,Full Flavor,STD,KS,3,71,4.225352000000
Greece,Athens,Regular,Full Flavor,STD,KS,24,39,61.538462000000
Italy,Pisa,Regular,Lights,STD,KS,2,6,33.333333000000
Belgium,Brussels,NTD Caps,Full Flavor,STD,KS,1,15,6.666667000000
Macedonia,Skopje,Regular,Lights,STD,KS,3,33,9.090909000000
Lithuania,Vilnius,Regular,Lights,STD,100,1,6,16.666667000000
Spain,Sevilla,Menthol,Full Flavor,STD,KS,1,42,2.380952000000
Morocco,Oujda,NTD Caps,Full Flavor,SSL,100,1,63,1.587302000000
Chile,Santiago Arturo Merino Benitez,Regular,Full Flavor,STD,KS,15,22,68.181818000000
France DP,Strasbourg,Regular,Full Flavor,STD,KS,2,4,50.000000000000
Great Britain,London City,Regular,Full Flavor,STD,KS,9,17,52.941176000000
France DP,Strasbourg,Regular,Lights,STD,KS,1,4,25.000000000000
China,Fuzhou Changle,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
China,Hangzhou Xiaoshan,Regular,Lights,STD,KS,2,73,2.739726000000
Greece,Rhodes,Regular,Full Flavor,STD,100,1,35,2.857143000000
Italy,Ciampino Airport,Regular,Lights,STD,KS,3,11,27.272727000000
China,Xian Xianyang,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
France,Nice,Regular,Full Flavor,SSL,100,2,28,7.142857000000
Greece,Corfu,Regular,Full Flavor,STD,100,1,33,3.030303000000
Macedonia,Ohrid,Regular,Full Flavor,STD,100,1,23,4.347826000000
Dominican Republic,Punta Cana - Higuey,Regular,Lights,SSL,100,1,66,1.515152000000
Russia,St. Petersburg Pulkovo,Regular,Full Flavor,STD,100,3,17,17.647059000000
Great Britain,London Southend Airport,Regular,Lights,STD,KS,4,20,20.000000000000
China,Yinchuan Hedong,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
Belgium,Brussels,Regular,Full Flavor,STD,KS,10,15,66.666667000000
Poland,Elblag,Regular,Lights,STD,100,1,7,14.285714000000
Greece,Kavala,Regular,Lights,STD,KS,2,17,11.764706000000
Ethiopia,Addis Ababa,Menthol Caps,Full Flavor,STD,KS,1,74,1.351351000000
Ethiopia,Addis Ababa,Regular,Full Flavor,STD,KS,42,74,56.756757000000
Great Britain,London City,Regular,Ultralights,STD,KS,1,17,5.882353000000
South Korea,Busan - Kimhae,Regular,Lights,SSL,100,1,93,1.075269000000
Japan,Osaka - Kansai,Regular,Full Flavor,STD,KS,90,145,62.068966000000
Kuwait,Kuwait,Regular,Lights,STD,KS,7,59,11.864407000000
Morocco,Al Hoceima,Regular,Full Flavor,STD,100,1,45,2.222222000000
Spain,Palma De Mallorca,Regular,Lights,STD,100,1,48,2.083333000000
South Korea,Jeju,Menthol,Full Flavor,STD,KS,3,90,3.333333000000
Bulgaria,Bourgas,Regular,Lights,STD,KS,7,25,28.000000000000
South Korea,Yangyang,Menthol,Full Flavor,SSL,100,1,43,2.325581000000
Saudi Arabia,Jeddah,Regular,Full Flavor,STD,KS,20,36,55.555556000000
Grenada,St. George's Point Saline,Regular,Lights,STD,100,1,25,4.000000000000
Spain,Granada,Regular,Lights,STD,KS,2,7,28.571429000000
South Korea,Yangyang,Menthol,Full Flavor,STD,KS,1,43,2.325581000000
Taiwan,Taichung,Menthol,Full Flavor,SSL,100,3,27,11.111111000000
Greece,Santorini,Regular,Full Flavor,STD,100,1,29,3.448276000000
Canary Islands,Fuerteventura,Regular,Full Flavor,STD,KS,29,42,69.047619000000
China,Ningbo Lishe,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
Japan,Osaka - Kansai,Menthol Caps,Full Flavor,SSL,100,4,145,2.758621000000
China,Shanghai Pudong,Regular,Full Flavor,SSL,100,3,71,4.225352000000
Russia,St. Petersburg Pulkovo,Regular,Lights,STD,KS,3,17,17.647059000000
Jamaica,Montego Bay,Regular,Lights,STD,100,1,61,1.639344000000
Mexico,Guadalajara,Menthol,Full Flavor,STD,100,1,34,2.941176000000
United Arab Emirates,Dubai,Regular,Ultralights,STD,KS,1,109,0.917431000000
Turkey,Antalya Gazipasa Airport,Regular,Full Flavor,STD,100,1,49,2.040816000000
France DP,Beauvais,Regular,Lights,STD,KS,2,13,15.384615000000
South Korea,Incheon,Regular,Full Flavor,SSL,100,13,94,13.829787000000
Japan,Osaka - Kansai,Menthol,Full Flavor,STD,KS,7,145,4.827586000000
China,Hefei Xinqiao,Regular,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
China,Wenzhou Longwan,Regular,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Tunisia,Jerba,Regular,Lights,STD,KS,4,63,6.349206000000
France,Toulouse,Regular,Full Flavor,SLI,100,1,36,2.777778000000
Taiwan,Taichung,Menthol Caps,Full Flavor,STD,KS,1,27,3.703704000000
Canary Islands,Fuerteventura,Menthol,Full Flavor,SSL,KS,1,42,2.380952000000
Spain,Gerona,Regular,Lights,STD,100,1,41,2.439024000000
Ghana,Accra,NTD Caps,Full Flavor,STD,KS,2,37,5.405405000000
China,Yanji Zhaoyangchuan,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
Japan,Chubu,Regular,Full Flavor,SSL,100,5,106,4.716981000000
China,Wenzhou Longwan,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Spain DP,Barcelona,Regular,Lights,STD,100,1,50,2.000000000000
Spain DP,Palma De Mallorca,Regular,Full Flavor,SSL,100,4,48,8.333333000000
Turkey,Istanbul Asia Airport,Regular,Full Flavor,SLI,KS,1,102,0.980392000000
China,Qingdao Liuting,Menthol,Full Flavor,SLI,100,1,73,1.369863000000
Germany,Cologne,Regular,Full Flavor,STD,KS,16,19,84.210526000000
Brazil,Belo Horizonte,Regular,Full Flavor,SSL,100,2,33,6.060606000000
Great Britain,Aberdeen,Regular,Lights,STD,KS,4,23,17.391304000000
Cape Verde,Espargos,Menthol,Full Flavor,SSL,100,1,39,2.564103000000
Portugal,Lisbon,Regular,Full Flavor,STD,100,1,16,6.250000000000
Great Britain,Jersey,Regular,Lights,STD,KS,1,4,25.000000000000
Spain DP,Malaga,NTD Caps,Full Flavor,STD,KS,1,49,2.040816000000
Tunisia,Monastir,NTD Caps,Full Flavor,STD,KS,10,65,15.384615000000
Colombia,Cali,Menthol,Full Flavor,STD,KS,2,17,11.764706000000
Morocco,Fes,Regular,Full Flavor,SSL,KS,1,67,1.492537000000
Morocco,Agadir,Menthol,Full Flavor,SSL,100,4,82,4.878049000000
Italy,Rome Fiumicino,Regular,Full Flavor,SSL,100,1,22,4.545455000000
Aruba,Oranjestad,Regular,Full Flavor,STD,KS,23,48,47.916667000000
Nigeria,Lagos,Regular,Full Flavor,SLI,100,1,29,3.448276000000
China,Hefei Xinqiao,Regular,Full Flavor,STD,KS,56,73,76.712329000000
United Arab Emirates,Abu Dhabi,Regular,Full Flavor,SSL,100,4,55,7.272727000000
Turkey,Diyarbakir Airport,NTD Caps,Full Flavor,STD,KS,5,82,6.097561000000
Greece,Rhodes,NTD Caps,Full Flavor,STD,KS,1,35,2.857143000000
Cambodia,Sihanoukville,Regular,Full Flavor,STD,KS,20,29,68.965517000000
Turkey,Adana Airport,Regular,Full Flavor,STD,100,1,33,3.030303000000
Italy,Treviso,Regular,Full Flavor,SSL,100,1,9,11.111111000000
Spain,Asturias,Regular,Full Flavor,STD,KS,6,9,66.666667000000
Germany,Frankfurt,Regular,Lights,STD,KS,4,34,11.764706000000
China,Harbin Taiping,NTD Caps,Full Flavor,STD,KS,1,70,1.428571000000
El Salvador,San Salvador Comalapa,Regular,Full Flavor,STD,KS,8,16,50.000000000000
Spain DP,Gerona,Regular,Full Flavor,SSL,100,4,41,9.756098000000
Nigeria,Abuja,Menthol,Full Flavor,SSL,100,1,23,4.347826000000
South Korea,Muan,Menthol Caps,Full Flavor,SSL,100,1,51,1.960784000000
Italy,Treviso,Regular,Full Flavor,SLI,100,1,9,11.111111000000
India,Bangalore,NTD Caps,Full Flavor,STD,KS,2,49,4.081633000000
Dominican Republic,La Romana,NTD Caps,Full Flavor,STD,KS,2,15,13.333333000000
Morocco,Casablanca,Regular,Ultralights,STD,KS,1,88,1.136364000000
Great Britain,Bristol,Regular,Full Flavor,SSL,100,2,29,6.896552000000
Morocco,Casablanca,Menthol,Full Flavor,SSL,100,4,88,4.545455000000
France,Lille,Regular,Lights,STD,KS,2,9,22.222222000000
Poland,Gdansk,Regular,Full Flavor,SSL,100,1,13,7.692308000000
Morocco,Tangier,Menthol,Full Flavor,STD,100,1,75,1.333333000000
Turkey,Diyarbakir Airport,Menthol,Full Flavor,SSL,100,4,82,4.878049000000
Spain DP,Santiago De Compostela,Regular,Ultralights,STD,KS,1,23,4.347826000000
Morocco,Al Hoceima,Menthol Caps,Full Flavor,STD,KS,1,45,2.222222000000
Italy,Naples,Regular,Full Flavor,SSL,100,1,19,5.263158000000
Spain,Sevilla,Regular,Ultralights,STD,KS,1,42,2.380952000000
Bulgaria,Bourgas,Regular,Full Flavor,STD,KS,8,25,32.000000000000
China,Chongqing Jiangbei,Regular,Full Flavor,STD,100,2,73,2.739726000000
Laos,Vientiane,Regular,Full Flavor,STD,KS,13,13,100.000000000000
Sri Lanka,Colombo,Regular,Lights,STD,KS,4,40,10.000000000000
Spain DP,Jerez De La Frontera,Regular,Full Flavor,SSL,100,1,25,4.000000000000
South Africa,Johannesburg,Regular,Full Flavor,STD,KS,13,16,81.250000000000
France DP,Nantes,Regular,Full Flavor,SSL,100,2,22,9.090909000000
Greece,Alexandoupolis,Regular,Lights,STD,KS,4,31,12.903226000000
South Korea,Jeju,Regular,Lights,SSL,100,1,90,1.111111000000
China,Shenyang Taoxian,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
Canary Islands,Fuerteventura,Menthol,Full Flavor,STD,KS,2,42,4.761905000000
Ecuador,Guayaquil,Regular,Lights,STD,KS,1,9,11.111111000000
Mexico,Puerto Vallarta,Regular,Full Flavor,STD,KS,24,40,60.000000000000
France DP,Nice,Regular,Ultralights,STD,KS,1,28,3.571429000000
Greece,Corfu,Regular,Full Flavor,SSL,100,5,33,15.151515000000
France,Lyon Saint Exupery,Regular,Lights,STD,100,2,28,7.142857000000
Morocco,Marrakech,Menthol,Full Flavor,STD,100,1,84,1.190476000000
China,Zhengzhou Xinzheng,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Brazil,Recife,Regular,Full Flavor,STD,KS,14,29,48.275862000000
China,Wuhan Tianhe,Regular,Full Flavor,SSL,100,4,73,5.479452000000
China,Guangzhou Baiyun,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Brazil,Viracopos,Menthol,Full Flavor,STD,KS,2,36,5.555556000000
Turkey,Samsun Airport,Regular,Full Flavor,STD,100,5,70,7.142857000000
Bulgaria,Sofia,Regular,Full Flavor,SSL,KS,1,32,3.125000000000
Austria,Graz,Regular,Full Flavor,SSL,100,1,12,8.333333000000
China,Kunming Wujiaba,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
Saudi Arabia,RIYADH,Regular,Full Flavor,STD,KS,23,41,56.097561000000
China,Qingdao Liuting,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
Morocco,Nador,Regular,Lights,STD,100,1,33,3.030303000000
Bahrain,Manama,Regular,Full Flavor,SSL,100,5,56,8.928571000000
Macedonia,Ohrid,Menthol,Full Flavor,SSL,100,1,23,4.347826000000
Spain DP,Malaga,Regular,Full Flavor,SSL,100,4,49,8.163265000000
Greece,Karpathos,Regular,Lights,STD,KS,2,4,50.000000000000
Great Britain,Exeter,Menthol,Full Flavor,STD,KS,2,26,7.692308000000
China,Changsha Huanghua,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Colombia,Cali,NTD Caps,Full Flavor,STD,KS,3,17,17.647059000000
Japan,Tokyo - Narita,Menthol Caps,Full Flavor,STD,100,1,88,1.136364000000
Great Britain,Glasgow Prestwick,Regular,Ultralights,STD,KS,1,16,6.250000000000
Georgia,Tbilisi,Regular,Lights,STD,100,1,13,7.692308000000
Morocco,Marrakech,Regular,Full Flavor,STD,KS,42,84,50.000000000000
Cape Verde,Praia,NTD Caps,Full Flavor,STD,KS,2,22,9.090909000000
China,Taiyuan Wusu,Regular,Lights,STD,KS,2,73,2.739726000000
Brazil,Recife,Menthol,Full Flavor,STD,KS,1,29,3.448276000000
Greece,Athens,Menthol,Full Flavor,SSL,100,1,39,2.564103000000
Cape Verde,Rabil,NTD Caps,Full Flavor,SSL,100,1,15,6.666667000000
Norway,Oslo,Regular,Full Flavor,SSL,KS,1,18,5.555556000000
Great Britain,Cardiff,Regular,Full Flavor,STD,KS,11,21,52.380952000000
China,Yinchuan Hedong,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Germany,Duesseldorf,Regular,Full Flavor,SSL,100,1,27,3.703704000000
Greece,Mykonos,Regular,Full Flavor,SSL,100,3,26,11.538462000000
Dominican Republic,Puerto Plata,Menthol,Full Flavor,SSL,100,1,27,3.703704000000
Morocco,Ouarzazate,NTD Caps,Full Flavor,STD,KS,3,46,6.521739000000
China,Qingdao Liuting,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Tunisia,Enfidha,Regular,Lights,STD,100,1,50,2.000000000000
United Arab Emirates,Dubai,Menthol,Full Flavor,STD,100,1,109,0.917431000000
Spain,Alicante,Regular,Ultralights,STD,KS,1,46,2.173913000000
China,Sanya Fenghuang,Regular,Lights,STD,KS,2,73,2.739726000000
Caribbean Other,Basseterre (Saint Kitts),Menthol,Full Flavor,STD,100,1,24,4.166667000000
Turkey,Antalya Gazipasa Airport,Menthol,Full Flavor,STD,KS,2,49,4.081633000000
China,Changsha Huanghua,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Guadalupe,Pointe-a-Pitre,Menthol,Full Flavor,SSL,KS,1,20,5.000000000000
China,Wenzhou Longwan,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
Russia,Moscow - Sheremetyevo,Menthol,Full Flavor,SSL,100,2,22,9.090909000000
Spain DP,Sevilla,Regular,Lights,STD,KS,7,42,16.666667000000
China,Hangzhou Xiaoshan,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
China,Urumchi Diwobao,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Colombia,Bogota,Menthol,Full Flavor,STD,KS,2,39,5.128205000000
Canary Islands,La Palma,Regular,Lights,STD,KS,5,41,12.195122000000
Switzerland,Zurich,Regular,Ultralights,STD,KS,1,68,1.470588000000
Turkey,Izmir Airport,Menthol,Full Flavor,STD,100,2,103,1.941748000000
Japan,Tokyo - Narita,Regular,Full Flavor,STD,KS,54,88,61.363636000000
Turkey,Antalya Gazipasa Airport,Regular,Full Flavor,STD,KS,25,49,51.020408000000
Canary Islands,Lanzarote,Regular,Full Flavor,STD,KS,29,42,69.047619000000
Nigeria,Lagos,Regular,Lights,STD,KS,3,29,10.344828000000
Greece,Mitilini,Regular,Lights,STD,KS,2,15,13.333333000000
Bulgaria,Bourgas,Regular,Full Flavor,SSL,100,8,25,32.000000000000
China,Xiamen Gaoqi,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
China,Shanghai Pudong,Regular,Full Flavor,STD,100,2,71,2.816901000000
Morocco,Essaouira,Menthol,Full Flavor,STD,KS,2,46,4.347826000000
Taiwan,Taipei - Taoyuan,Menthol,Full Flavor,SSL,100,3,27,11.111111000000
China,Xian Xianyang,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
Germany,Berlin Brandenburg,Regular,Full Flavor,STD,KS,19,24,79.166667000000
Spain DP,Ibiza,Regular,Lights,STD,100,1,41,2.439024000000
United Arab Emirates,Dubai,Regular,Full Flavor,SLI,100,1,109,0.917431000000
Germany,Stuttgart,Regular,Full Flavor,STD,KS,17,18,94.444444000000
Spain,Santiago De Compostela,Regular,Ultralights,STD,KS,1,23,4.347826000000
China,Shanghai Pudong,NTD Caps,Full Flavor,STD,KS,1,71,1.408451000000
China,Shanghai Hongqiao,Menthol,Full Flavor,STD,LONGER THAN KS,1,71,1.408451000000
Dominican Republic,La Romana,Menthol,Full Flavor,STD,KS,1,15,6.666667000000
France,Grenoble,Regular,Lights,STD,100,1,14,7.142857000000
China,Nanchang Changbei,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Mongolia,Ulaanbaatar,Regular,Full Flavor,SSL,100,6,49,12.244898000000
Morocco,Fes,Menthol Caps,Full Flavor,STD,KS,1,67,1.492537000000
Poland,Elblag,Regular,Full Flavor,STD,100,1,7,14.285714000000
Morocco,Agadir,NTD Caps,Full Flavor,SSL,100,2,82,2.439024000000
France DP,Paris Orly,Regular,Full Flavor,STD,100,1,25,4.000000000000
Hong Kong,Hong Kong,Menthol,Full Flavor,SSL,100,2,42,4.761905000000
Georgia,Batumi,Regular,Lights,SSL,100,1,13,7.692308000000
Brazil,Florianopolis,Regular,Full Flavor,SSL,100,3,26,11.538462000000
Morocco,Marrakech,Regular,Full Flavor,SLI,KS,1,84,1.190476000000
Austria,Vienna,Regular,Full Flavor,STD,KS,9,14,64.285714000000
Saudi Arabia,DAMMAM,Regular,Full Flavor,STD,KS,20,37,54.054054000000
Indonesia,Ngurah Rai,Menthol,Full Flavor,STD,KS,1,73,1.369863000000
Brazil,Sao Paulo - Guarulhos,Menthol,Full Flavor,STD,KS,1,39,2.564103000000
Portugal,Porto,Regular,Full Flavor,STD,KS,8,16,50.000000000000
France,Beauvais,Regular,Full Flavor,STD,KS,10,13,76.923077000000
Greece,Kos,Regular,Full Flavor,STD,KS,17,29,58.620690000000
Albania,Tirana,Regular,Full Flavor,SSL,100,13,81,16.049383000000
Spain DP,Ibiza,Regular,Lights,STD,KS,6,41,14.634146000000
France DP,Nice,Regular,Full Flavor,SSL,100,2,28,7.142857000000
Spain,Valencia,Regular,Full Flavor,STD,KS,26,42,61.904762000000
Spain,Bilbao,Regular,Full Flavor,STD,KS,15,23,65.217391000000
China,Hangzhou Xiaoshan,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
Norway,Stavanger,Regular,Full Flavor,SSL,KS,1,18,5.555556000000
Mongolia,Ulaanbaatar,Regular,Full Flavor,SSL,KS,1,49,2.040816000000
Malaysia,Kuala Lumpur,Menthol Caps,Full Flavor,STD,KS,2,25,8.000000000000
China,Xuzhou Guanyin,Regular,Full Flavor,STD,KS,54,70,77.142857000000
South Korea,Busan - Kimhae,Menthol,Full Flavor,STD,KS,3,93,3.225806000000
Spain DP,Mahon Airport,Regular,Full Flavor,SSL,100,2,38,5.263158000000
China,Nanning Wuxu,Regular,Full Flavor,SSL,100,4,69,5.797101000000
Poland,Szczecin,Regular,Full Flavor,STD,KS,5,8,62.500000000000
Tunisia,Enfidha,Regular,Full Flavor,STD,100,3,50,6.000000000000
Great Britain,Birmingham,Regular,Full Flavor,STD,100,2,32,6.250000000000
Poland,Gdansk,Regular,Full Flavor,STD,100,1,13,7.692308000000
Bulgaria,Varna,Regular,Lights,STD,KS,7,26,26.923077000000
Spain DP,Murcia,Regular,Lights,STD,KS,4,18,22.222222000000
Turkey,Antalya Airport,Regular,Full Flavor,STD,100,7,104,6.730769000000
Brazil,Salvador,Regular,Full Flavor,STD,KS,13,22,59.090909000000
Turkey,Kayseri Airport,Regular,Lights,STD,KS,4,47,8.510638000000
Morocco,Tangier,Regular,Full Flavor,SSL,KS,1,75,1.333333000000
China,Sanya Fenghuang,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Russia,Moscow - Domodedovo,Menthol,Full Flavor,STD,100,2,13,15.384615000000
Turkey,Antalya Airport,Menthol Caps,Full Flavor,STD,KS,1,104,0.961538000000
South Korea,Jeju,Menthol Caps,Full Flavor,STD,KS,2,90,2.222222000000
China,Changchun Longjia,NTD Caps,Full Flavor,SSL,100,1,73,1.369863000000
Great Britain,Glasgow Prestwick,Regular,Lights,STD,100,1,16,6.250000000000
China,Hohhot Baita,Menthol,Full Flavor,SLI,100,1,73,1.369863000000
Great Britain,Humberside,Regular,Full Flavor,STD,KS,10,18,55.555556000000
China,Changchun Longjia,Regular,Full Flavor,STD,100,2,73,2.739726000000
Italy,Rome Fiumicino,Regular,Lights,STD,KS,4,22,18.181818000000
Dominican Republic,Santo Domingo Las Americas,Regular,Full Flavor,SSL,100,2,28,7.142857000000
United Arab Emirates,Dubai,Menthol,Full Flavor,STD,KS,4,109,3.669725000000
Gambia,Banjul,Regular,Full Flavor,STD,KS,8,15,53.333333000000
China,Wuhan Tianhe,Menthol,Full Flavor,SSL,100,1,73,1.369863000000
China,Wenzhou Longwan,NTD Caps,Full Flavor,STD,KS,1,73,1.369863000000
Ireland,Cork,Regular,Lights,STD,KS,4,10,40.000000000000
Tunisia,Enfidha,Menthol Caps,Full Flavor,SSL,100,1,50,2.000000000000
Turkey,Samsun Airport,Regular,Full Flavor,STD,LONGER THAN KS,2,70,2.857143000000
Norway,Oslo,Regular,Full Flavor,STD,KS,14,18,77.777778000000
Macedonia,Skopje,Regular,Full Flavor,STD,KS,15,33,45.454545000000
China,Taiyuan Wusu,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
Tunisia,Jerba,Regular,Full Flavor,STD,100,4,63,6.349206000000
China,Sanya Fenghuang,Menthol,Full Flavor,STD,LONGER THAN KS,1,73,1.369863000000
Panama,Panama Tocumen,NTD Caps,Full Flavor,STD,KS,3,20,15.000000000000
Morocco,Essaouira,Regular,Full Flavor,SSL,KS,1,46,2.173913000000
Reunion,Roland Garros,Regular,Full Flavor,SSL,100,2,15,13.333333000000
Kosovo,PRISTINA,Regular,Full Flavor,SSL,100,3,39,7.692308000000
Bosnia-Herzegovinia,Banja Luka,Regular,Full Flavor,SSL,100,1,14,7.142857000000
Canary Islands,Fuerteventura,Regular,Full Flavor,SSL,100,2,42,4.761905000000
Great Britain,Jersey,Regular,Full Flavor,STD,100,1,4,25.000000000000
China,Jinan Xiaoqiang,Menthol,Full Flavor,STD,KS,3,73,4.109589000000
Dominican Republic,Samana El Catey,Regular,Full Flavor,STD,KS,5,13,38.461538000000
Turkey,Denizli Cardak Airport,Regular,Full Flavor,STD,100,3,23,13.043478000000
Macau,Macau,Regular,Full Flavor,STD,KS,14,24,58.333333000000
China,Wenzhou Longwan,Regular,Full Flavor,SSL,100,4,73,5.479452000000
Spain DP,Bilbao,Regular,Ultralights,STD,KS,1,23,4.347826000000
China,Yantai Penglai,Regular,Full Flavor,STD,KS,56,73,76.712329000000
Turkey,Diyarbakir Airport,Regular,Full Flavor,SSL,KS,2,82,2.439024000000
Italy,Palermo,Regular,Full Flavor,SLI,100,1,10,10.000000000000
Spain,Barcelona,Menthol,Full Flavor,STD,KS,2,50,4.000000000000
Morocco,Rabat,Regular,Full Flavor,SLI,KS,1,72,1.388889000000
